"race","classtype","yearssmall","hsgrad","g4math","g4reading"
2,3,0,NA,NA,NA
1,1,4,NA,717,727
2,1,2,NA,NA,NA
1,1,4,0,602,703
1,3,0,1,701,723
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
1,3,0,NA,NA,NA
2,2,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,664,690
1,NA,0,NA,677,736
2,NA,0,NA,NA,NA
1,NA,0,NA,713,679
1,NA,1,0,682,686
1,NA,0,NA,NA,NA
1,NA,0,1,NA,NA
2,NA,1,NA,707,704
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,711,756
1,NA,0,0,758,740
1,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,678,528
2,NA,1,0,NA,NA
1,NA,0,1,657,667
2,NA,0,1,622,681
2,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
2,NA,1,1,NA,NA
2,NA,3,NA,674,697
1,NA,0,1,714,664
2,NA,2,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,773,778
1,NA,3,NA,695,744
1,NA,1,NA,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,1,821,709
2,NA,1,1,NA,NA
1,NA,0,0,716,703
2,NA,1,0,NA,NA
2,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,1,NA,NA
2,NA,2,NA,733,700
1,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
NA,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,632,528
1,NA,0,1,661,749
1,NA,0,NA,658,663
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,0,695,699
2,NA,0,1,NA,NA
1,NA,0,NA,740,784
1,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,641,719
2,NA,2,NA,NA,NA
NA,NA,0,NA,NA,NA
1,NA,2,NA,NA,NA
1,1,1,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,2,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,1,623,624
1,NA,0,NA,NA,NA
1,NA,0,NA,639,607
1,NA,2,0,678,714
2,NA,0,0,NA,NA
1,NA,0,NA,658,642
2,NA,0,NA,NA,NA
1,NA,0,NA,708,678
1,NA,1,0,702,743
1,NA,3,NA,721,690
2,NA,0,NA,629,677
1,3,0,NA,NA,NA
1,2,0,1,NA,NA
1,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
1,2,2,NA,NA,NA
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,4,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,3,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,686,685
2,3,0,NA,NA,NA
2,1,4,1,NA,NA
1,NA,1,NA,NA,NA
2,NA,1,1,821,778
2,1,1,NA,NA,NA
2,1,4,0,729,727
1,NA,0,NA,NA,NA
1,NA,2,0,NA,NA
1,2,0,1,713,690
2,NA,2,0,NA,NA
1,3,0,1,768,730
2,NA,3,NA,NA,NA
2,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,4,1,NA,NA
2,1,4,0,NA,NA
2,1,4,NA,NA,NA
1,2,0,NA,NA,NA
2,2,0,NA,NA,NA
2,NA,0,1,NA,NA
1,NA,1,NA,NA,NA
2,3,0,NA,NA,NA
2,NA,0,0,NA,NA
1,3,0,1,NA,NA
1,2,0,1,NA,NA
2,2,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,3,0,NA,NA,NA
2,2,0,1,NA,NA
2,3,0,0,NA,NA
2,3,0,NA,NA,NA
2,NA,2,1,NA,NA
2,NA,0,NA,699,664
1,NA,0,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,NA,NA,NA
2,NA,2,NA,NA,NA
1,NA,1,NA,NA,NA
1,NA,0,0,696,642
1,NA,1,1,721,693
1,NA,3,NA,NA,NA
1,NA,0,NA,NA,NA
2,2,0,1,NA,NA
1,NA,0,0,NA,NA
1,NA,0,NA,NA,NA
1,3,3,NA,739,722
1,NA,2,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,710,732
2,NA,2,1,697,745
1,NA,3,1,623,679
1,NA,1,1,698,714
1,NA,0,1,738,702
5,NA,0,1,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,NA,605,671
2,NA,1,NA,672,661
2,1,3,0,NA,NA
1,3,0,NA,NA,NA
NA,NA,0,NA,NA,NA
2,1,2,NA,NA,NA
1,NA,2,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,1,NA,702,716
1,NA,0,1,NA,NA
2,3,0,NA,NA,NA
1,NA,1,1,NA,NA
2,1,4,NA,NA,NA
1,NA,1,NA,701,742
1,NA,0,0,NA,NA
2,3,2,0,NA,NA
1,NA,2,NA,651,638
1,NA,0,NA,585,602
1,NA,0,1,NA,NA
2,1,1,NA,NA,NA
2,2,1,1,NA,NA
2,3,0,NA,NA,NA
1,3,0,1,719,722
1,1,4,0,NA,NA
2,NA,0,1,NA,NA
1,NA,1,NA,NA,NA
2,1,1,NA,NA,NA
1,3,0,NA,NA,NA
1,NA,2,NA,660,651
1,1,4,1,723,836
1,NA,0,1,702,731
1,NA,0,NA,NA,NA
1,NA,0,NA,717,700
1,2,3,1,NA,NA
2,3,0,NA,NA,NA
2,3,0,1,670,664
2,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,2,1,NA,NA,NA
2,NA,0,1,695,703
2,3,0,NA,NA,NA
2,1,4,0,NA,NA
2,1,4,1,NA,NA
2,3,0,1,NA,NA
2,1,4,NA,694,699
1,NA,1,1,707,696
1,3,2,1,758,764
2,1,3,0,NA,NA
1,NA,0,0,688,722
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,3,3,0,625,528
1,NA,0,NA,720,696
1,3,0,1,NA,NA
2,NA,2,1,NA,NA
1,NA,0,1,687,650
2,NA,2,NA,NA,NA
1,NA,0,NA,700,731
2,NA,0,NA,NA,NA
1,NA,0,NA,709,729
1,NA,0,NA,758,745
2,NA,0,1,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,1,NA,NA
2,NA,1,1,487,528
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
1,1,3,1,NA,NA
2,1,4,NA,NA,NA
1,2,0,NA,NA,NA
2,3,1,NA,NA,NA
NA,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
2,1,4,1,NA,NA
2,1,2,NA,NA,NA
2,1,2,1,NA,NA
2,1,4,1,NA,NA
2,3,1,NA,NA,NA
2,2,0,NA,NA,NA
2,1,2,1,NA,NA
1,NA,0,NA,695,691
1,1,1,NA,NA,NA
1,2,1,0,NA,NA
1,2,0,NA,728,718
2,2,2,NA,NA,NA
2,3,2,1,NA,NA
2,3,0,1,NA,NA
1,NA,0,1,744,NA
1,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,487,652
1,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,NA,0,0,NA,NA
1,3,0,NA,690,778
2,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
NA,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
2,3,0,NA,NA,NA
2,2,0,0,NA,NA
2,2,0,1,NA,NA
1,3,0,NA,NA,NA
2,3,0,0,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
2,2,3,0,NA,NA
2,1,3,1,NA,NA
2,3,0,0,NA,NA
2,2,0,NA,NA,NA
2,2,0,1,NA,NA
2,3,0,1,NA,NA
1,3,0,1,NA,NA
2,1,3,0,NA,NA
2,2,0,NA,NA,NA
2,2,0,1,738,656
1,NA,1,NA,663,528
1,NA,1,0,NA,NA
1,2,0,NA,NA,NA
2,3,0,1,NA,NA
1,NA,0,NA,NA,NA
2,3,0,1,NA,NA
2,1,4,1,704,669
2,3,0,NA,NA,NA
2,3,1,NA,NA,NA
1,NA,0,1,NA,NA
1,NA,0,NA,717,750
2,NA,0,NA,NA,NA
1,NA,1,NA,640,728
2,NA,0,1,693,699
1,NA,0,0,656,704
1,NA,1,NA,693,717
2,NA,0,NA,NA,NA
1,NA,0,NA,708,674
1,3,1,NA,576,604
2,1,4,NA,NA,NA
2,2,1,NA,NA,NA
2,1,4,NA,NA,NA
2,NA,1,NA,NA,NA
2,1,4,1,NA,NA
2,1,4,1,674,734
2,NA,0,NA,607,528
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,3,0,1,655,700
2,NA,0,1,NA,NA
1,NA,0,NA,651,528
2,3,0,NA,NA,NA
2,NA,0,NA,741,745
2,1,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,1,4,1,NA,NA
1,NA,0,0,707,751
1,2,2,1,821,NA
1,NA,0,NA,682,684
1,NA,1,1,758,729
2,2,0,1,NA,NA
1,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
2,1,4,0,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,1,4,NA,712,700
2,1,1,NA,NA,NA
2,1,4,1,687,696
1,NA,0,NA,692,754
1,NA,0,1,695,718
1,2,1,1,NA,NA
1,NA,0,NA,NA,NA
1,2,1,0,NA,NA
2,3,0,NA,NA,NA
2,2,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,2,0,0,NA,NA
2,3,0,0,NA,NA
2,3,0,1,NA,NA
2,3,0,NA,NA,NA
2,1,4,1,NA,NA
2,2,0,NA,NA,NA
2,3,0,0,NA,NA
2,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
2,1,4,0,NA,NA
2,3,0,0,NA,NA
2,1,2,NA,NA,NA
1,NA,1,NA,NA,NA
2,2,0,NA,NA,NA
1,3,0,1,728,752
2,1,4,0,667,720
2,2,1,1,NA,NA
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
2,1,1,NA,NA,NA
2,3,0,NA,NA,NA
1,2,1,NA,NA,NA
2,1,4,NA,NA,NA
2,NA,0,0,697,640
1,NA,1,NA,NA,NA
2,1,2,NA,NA,NA
1,1,4,NA,758,731
5,NA,0,1,NA,NA
1,NA,0,0,NA,NA
1,NA,0,0,663,732
1,NA,0,NA,725,731
2,NA,1,NA,NA,NA
1,NA,1,0,726,741
2,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
1,2,0,1,705,699
NA,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,720,751
1,NA,0,1,732,680
1,NA,0,NA,630,678
1,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,2,NA,NA,NA
2,NA,0,NA,609,649
2,NA,0,NA,NA,NA
1,NA,0,1,645,635
2,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,1,714,683
2,NA,0,NA,NA,NA
2,NA,1,NA,689,662
2,NA,0,NA,NA,NA
2,NA,2,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,2,NA,709,692
2,NA,1,NA,NA,NA
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,699,782
1,NA,1,1,738,701
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,1,1,687,699
1,NA,0,NA,NA,NA
6,NA,3,1,NA,NA
1,NA,0,0,NA,NA
1,NA,0,0,617,707
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
2,NA,0,1,NA,NA
1,NA,0,0,659,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,2,1,NA,NA
1,NA,0,NA,717,NA
1,NA,1,1,603,562
1,NA,0,NA,744,744
2,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,678,725
2,NA,0,0,NA,NA
2,NA,1,1,769,749
2,NA,0,NA,NA,NA
2,NA,1,1,683,690
1,NA,2,NA,696,690
2,NA,0,NA,487,605
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,725,636
1,NA,0,1,734,735
1,NA,0,NA,NA,NA
2,NA,2,NA,698,605
1,NA,0,1,NA,NA
1,NA,0,1,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,707,719
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,735,710
2,NA,0,0,NA,NA
2,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,647,688
2,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
2,NA,0,1,720,742
2,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
1,NA,0,0,821,785
1,NA,0,NA,687,639
1,NA,0,1,646,688
1,NA,1,NA,NA,NA
1,NA,2,NA,708,710
1,NA,1,1,699,721
2,NA,2,NA,NA,NA
2,NA,0,NA,682,678
2,NA,0,NA,735,747
1,NA,0,0,487,528
1,NA,0,NA,597,735
2,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,691,683
NA,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
4,NA,1,1,NA,NA
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,2,NA,NA,NA
2,1,4,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
1,NA,0,1,705,757
2,NA,2,NA,NA,NA
1,NA,0,NA,719,782
1,3,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,2,NA,NA,NA
1,NA,0,NA,599,528
1,NA,0,1,707,668
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,716,710
2,NA,0,0,NA,NA
2,3,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,1,640,667
1,NA,0,1,622,657
1,NA,0,NA,NA,NA
1,NA,1,NA,693,658
1,NA,1,1,NA,NA
1,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,1,702,741
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,1,695,761
1,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,3,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,3,0,679,619
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,706,750
1,NA,0,NA,NA,NA
1,2,0,0,681,697
2,3,0,NA,NA,NA
1,NA,0,NA,NA,NA
NA,NA,0,NA,NA,NA
1,NA,0,NA,731,742
2,NA,0,0,NA,NA
2,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,1,1,NA,NA
1,2,0,1,717,669
1,NA,0,NA,NA,NA
2,NA,1,1,NA,NA
2,NA,0,NA,675,666
1,NA,0,NA,NA,NA
1,NA,1,1,NA,NA
2,NA,1,NA,655,657
NA,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,0,691,724
2,NA,0,NA,NA,NA
1,NA,0,1,729,678
1,NA,1,1,689,735
1,1,3,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,0,653,603
2,NA,1,NA,NA,NA
2,2,0,1,NA,NA
1,NA,2,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,658,782
2,NA,0,NA,NA,NA
1,NA,0,1,691,700
2,NA,1,NA,633,672
2,NA,0,0,NA,NA
2,NA,0,NA,626,623
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,744,744
2,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,1,NA,NA
1,NA,0,NA,NA,NA
NA,NA,1,NA,NA,NA
2,NA,0,0,NA,NA
NA,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
1,NA,1,0,688,742
2,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,NA,694,721
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,1,701,655
2,NA,0,NA,NA,NA
1,NA,1,1,724,763
2,NA,1,1,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
2,NA,1,0,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,1,709,778
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,1,695,679
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,740,751
1,NA,0,1,NA,NA
2,NA,0,NA,741,695
1,NA,1,0,NA,NA
1,NA,0,NA,728,742
2,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,NA,0,0,692,750
1,NA,0,NA,NA,NA
1,NA,1,NA,669,680
1,3,0,NA,NA,NA
1,NA,1,NA,658,656
2,NA,2,NA,NA,NA
1,NA,0,1,684,723
2,NA,0,NA,655,577
1,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,1,3,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,1,758,836
1,NA,0,NA,699,836
1,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
2,NA,2,1,767,741
1,NA,0,1,NA,NA
2,NA,0,NA,611,672
2,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,724,703
2,NA,0,NA,NA,NA
1,NA,0,NA,695,683
1,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
NA,NA,0,NA,NA,NA
1,NA,0,0,661,736
1,NA,0,0,NA,NA
1,NA,0,1,NA,NA
2,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,722,732
1,NA,0,NA,742,757
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,3,NA,NA,NA
1,1,1,NA,NA,NA
1,1,1,NA,NA,NA
1,2,0,NA,NA,NA
2,3,0,1,NA,NA
2,2,0,NA,681,744
1,NA,1,0,699,683
1,2,0,0,729,730
1,NA,1,NA,NA,NA
1,1,4,1,767,720
1,3,1,NA,767,836
1,1,4,1,682,764
1,NA,2,1,NA,NA
1,NA,0,0,538,567
1,NA,0,0,NA,NA
1,NA,0,NA,NA,NA
1,2,0,NA,723,728
1,NA,0,NA,NA,NA
2,NA,0,NA,708,745
1,NA,1,NA,NA,NA
2,NA,0,0,NA,NA
1,3,0,1,744,728
1,NA,0,NA,717,649
1,NA,0,NA,NA,NA
1,1,2,NA,NA,NA
1,3,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,1,700,617
1,1,3,NA,NA,NA
2,3,0,NA,NA,NA
2,NA,0,1,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,718,782
1,2,0,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,NA,0,NA,696,727
1,1,4,1,723,836
2,1,1,1,NA,NA
1,2,0,NA,NA,NA
1,2,0,NA,676,749
1,1,4,NA,NA,NA
1,1,4,NA,718,687
2,NA,0,NA,NA,NA
2,NA,0,1,769,706
1,NA,0,NA,NA,NA
1,2,0,NA,NA,NA
1,3,0,NA,741,693
1,3,0,NA,NA,NA
2,1,2,0,NA,NA
2,1,4,NA,NA,NA
1,1,4,NA,680,687
1,2,0,NA,NA,NA
1,3,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,2,0,NA,726,763
1,3,0,NA,NA,NA
1,1,2,0,NA,NA
1,1,4,NA,NA,NA
1,3,0,1,702,719
1,NA,0,1,NA,NA
1,2,0,NA,NA,NA
NA,NA,0,NA,NA,NA
1,3,0,NA,NA,NA
2,1,3,NA,NA,NA
2,NA,0,NA,NA,NA
2,3,0,NA,NA,NA
NA,NA,0,NA,NA,NA
1,3,0,1,691,727
1,1,2,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,0,715,717
1,NA,1,NA,NA,NA
2,2,0,1,NA,NA
2,3,0,0,NA,NA
2,2,0,NA,NA,NA
2,2,0,NA,NA,NA
1,2,0,1,NA,NA
2,1,2,NA,NA,NA
1,1,1,NA,NA,NA
1,NA,0,1,769,784
2,2,0,NA,NA,NA
2,3,0,NA,NA,NA
1,1,1,NA,NA,NA
2,3,0,0,NA,NA
2,NA,0,1,NA,NA
1,3,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,679,690
2,2,0,NA,NA,NA
1,1,4,NA,NA,NA
1,3,0,NA,NA,NA
6,3,0,NA,NA,NA
2,3,0,1,NA,NA
1,3,0,1,NA,NA
1,1,1,NA,NA,NA
1,1,4,NA,NA,NA
1,2,0,NA,NA,NA
1,2,0,NA,702,742
2,1,1,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,1,NA,NA
1,NA,0,NA,702,737
1,NA,0,NA,709,705
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,3,NA,NA,NA
1,NA,0,1,655,605
1,NA,0,1,NA,NA
1,NA,2,NA,696,639
1,NA,0,1,NA,NA
1,NA,0,NA,611,615
2,NA,0,NA,711,640
1,NA,0,NA,NA,NA
4,NA,0,NA,NA,NA
2,NA,0,1,783,738
2,NA,0,NA,NA,NA
1,NA,0,1,NA,NA
NA,NA,1,NA,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,1,640,646
1,NA,0,1,713,756
2,NA,0,NA,NA,NA
1,NA,1,NA,487,711
2,NA,1,NA,NA,NA
2,NA,1,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,0,NA,NA
1,NA,0,NA,710,707
1,NA,1,0,NA,NA
1,NA,0,NA,NA,NA
1,NA,1,1,NA,NA
2,NA,0,NA,NA,NA
NA,NA,0,NA,NA,NA
2,NA,0,NA,749,731
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
1,NA,1,NA,727,671
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,0,NA,NA,NA
1,NA,1,NA,681,711
1,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,0,717,716
1,NA,1,1,728,673
2,NA,0,1,NA,NA
2,NA,1,1,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,NA,0,1,629,586
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,1,742,731
2,1,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,3,1,NA,NA
1,NA,0,1,730,736
1,NA,1,NA,NA,NA
2,NA,0,NA,614,528
1,NA,0,NA,706,742
1,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,636,597
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
NA,NA,0,NA,NA,NA
1,NA,0,1,NA,NA
1,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,1,NA,NA
NA,NA,0,NA,NA,NA
2,NA,0,1,684,711
NA,NA,1,NA,NA,NA
1,NA,1,NA,709,737
1,NA,1,NA,667,704
2,NA,0,1,NA,NA
1,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,758,672
1,3,0,NA,725,616
1,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
1,NA,2,NA,NA,NA
2,NA,0,NA,NA,NA
1,NA,2,0,702,697
2,NA,1,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,NA,3,NA,681,620
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
2,2,0,NA,NA,NA
1,NA,1,NA,749,784
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,0,1,652,674
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
1,NA,0,NA,691,679
1,NA,0,NA,740,671
1,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,1,NA,NA,NA
2,NA,0,1,713,686
2,NA,2,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,1,705,708
1,NA,2,1,758,770
1,NA,1,NA,NA,NA
1,3,0,1,736,794
2,NA,0,NA,NA,NA
1,NA,2,NA,707,712
1,NA,0,NA,NA,NA
1,NA,0,NA,726,713
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,690,553
1,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
1,NA,3,NA,725,734
1,NA,3,1,694,713
1,NA,3,0,NA,NA
2,NA,1,1,741,728
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,NA,NA,NA
1,NA,1,1,NA,NA
2,NA,1,NA,NA,NA
2,NA,0,NA,704,636
1,NA,0,NA,NA,NA
1,NA,2,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,NA,NA,NA
1,NA,1,1,NA,NA
2,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,NA,0,1,700,677
2,NA,0,0,NA,NA
1,NA,1,NA,NA,NA
NA,NA,0,NA,NA,NA
2,NA,0,0,NA,NA
2,NA,0,1,NA,NA
2,NA,2,1,NA,NA
1,NA,1,NA,702,710
1,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
1,NA,1,1,630,612
2,NA,0,NA,NA,NA
NA,NA,0,NA,NA,NA
1,1,4,NA,663,735
1,NA,0,1,701,715
NA,NA,0,NA,NA,NA
1,NA,0,NA,633,675
2,NA,0,1,NA,NA
2,NA,0,NA,NA,NA
