"following","followed"
"SenatorMenendez","MarkWarner"
"SenatorMenendez","SenWarren"
"SenatorBarb","SenatorBaldwin"
"SenatorBarb","SenatorCardin"
"SenatorBarb","SenatorDurbin"
"SenatorBarb","SenFeinstein"
"SenatorBarb","SenatorLeahy"
"SenatorBarb","PattyMurray"
"SenatorBarb","ChrisMurphyCT"
"SenatorBarb","SenJeffMerkley"
"SenatorBarb","SenJackReed"
"SenatorBarb","SenatorReid"
"SenatorBarb","SenatorRisch"
"SenatorBarb","SenSchumer"
"SenatorBarb","SenatorShaheen"
"SenatorBarb","SenBrianSchatz"
"SenatorBarb","SenatorTester"
"SenatorBarb","SenatorTomUdall"
"SenatorBarb","SenWarren"
"JerryMoran","SenAlexander"
"JerryMoran","RoyBlunt"
"JerryMoran","SenatorBurr"
"JerryMoran","JohnBoozman"
"JerryMoran","SenJohnBarrasso"
"JerryMoran","SenBlumenthal"
"JerryMoran","SenDanCoats"
"JerryMoran","SenThadCochran"
"JerryMoran","MikeCrapo"
"JerryMoran","SenatorCollins"
"JerryMoran","JohnCornyn"
"JerryMoran","SenBobCorker"
"JerryMoran","SenCoonsOffice"
"JerryMoran","SenTomCotton"
"JerryMoran","SenTedCruz"
"JerryMoran","SenatorDurbin"
"JerryMoran","SenDonnelly"
"JerryMoran","SenatorEnzi"
"JerryMoran","JeffFlake"
"JerryMoran","SenatorFischer"
"JerryMoran","ChuckGrassley"
"JerryMoran","SenOrrinHatch"
"JerryMoran","SenDeanHeller"
"JerryMoran","maziehirono"
"JerryMoran","MartinHeinrich"
"JerryMoran","SenJohnHoeven"
"JerryMoran","SenatorHeitkamp"
"JerryMoran","InhofePress"
"JerryMoran","SenatorIsakson"
"JerryMoran","SenRonJohnson"
"JerryMoran","SenatorKirk"
"JerryMoran","SenAngusKing"
"JerryMoran","SenKaineOffice"
"JerryMoran","SenatorLankford"
"JerryMoran","SenMikeLee"
"JerryMoran","SenJohnMcCain"
"JerryMoran","McConnellPress"
"JerryMoran","lisamurkowski"
"JerryMoran","SenJeffMerkley"
"JerryMoran","Sen_JoeManchin"
"JerryMoran","senrobportman"
"JerryMoran","sendavidperdue"
"JerryMoran","SenJackReed"
"JerryMoran","SenatorReid"
"JerryMoran","SenPatRoberts"
"JerryMoran","SenatorRisch"
"JerryMoran","SenRubioPress"
"JerryMoran","SenSanders"
"JerryMoran","SenShelby"
"JerryMoran","SenatorSessions"
"JerryMoran","SenatorTimScott"
"JerryMoran","SenJohnThune"
"JerryMoran","SenToomey"
"JerryMoran","SenatorTomUdall"
"JerryMoran","SenatorWicker"
"JerryMoran","RonWyden"
"JerryMoran","SenWhitehouse"
"JerryMoran","MarkWarner"
"JerryMoran","SenWarren"
"PattyMurray","SenAlexander"
"PattyMurray","RoyBlunt"
"PattyMurray","SenatorBoxer"
"PattyMurray","SenSherrodBrown"
"PattyMurray","SenatorBurr"
"PattyMurray","SenatorBaldwin"
"PattyMurray","JohnBoozman"
"PattyMurray","SenJohnBarrasso"
"PattyMurray","SenBennetCO"
"PattyMurray","SenBlumenthal"
"PattyMurray","SenBookerOfc"
"PattyMurray","SenatorCantwell"
"PattyMurray","SenatorCardin"
"PattyMurray","SenatorCarper"
"PattyMurray","SenDanCoats"
"PattyMurray","SenThadCochran"
"PattyMurray","MikeCrapo"
"PattyMurray","SenatorCollins"
"PattyMurray","JohnCornyn"
"PattyMurray","SenBobCasey"
"PattyMurray","SenBobCorker"
"PattyMurray","SenCoonsOffice"
"PattyMurray","SenatorDurbin"
"PattyMurray","SenDonnelly"
"PattyMurray","SenatorEnzi"
"PattyMurray","SenFeinstein"
"PattyMurray","SenatorFischer"
"PattyMurray","ChuckGrassley"
"PattyMurray","SenOrrinHatch"
"PattyMurray","SenDeanHeller"
"PattyMurray","maziehirono"
"PattyMurray","MartinHeinrich"
"PattyMurray","SenJohnHoeven"
"PattyMurray","SenatorHeitkamp"
"PattyMurray","SenatorIsakson"
"PattyMurray","SenRonJohnson"
"PattyMurray","SenatorKirk"
"PattyMurray","SenAngusKing"
"PattyMurray","SenKaineOffice"
"PattyMurray","SenatorLeahy"
"PattyMurray","SenJohnMcCain"
"PattyMurray","SenatorMenendez"
"PattyMurray","SenatorBarb"
"PattyMurray","JerryMoran"
"PattyMurray","lisamurkowski"
"PattyMurray","ChrisMurphyCT"
"PattyMurray","McCaskillOffice"
"PattyMurray","SenJeffMerkley"
"PattyMurray","Sen_JoeManchin"
"PattyMurray","SenBillNelson"
"PattyMurray","senrobportman"
"PattyMurray","SenJackReed"
"PattyMurray","SenatorReid"
"PattyMurray","SenPatRoberts"
"PattyMurray","SenatorRisch"
"PattyMurray","SenRubioPress"
"PattyMurray","SenSanders"
"PattyMurray","SenSchumer"
"PattyMurray","SenShelby"
"PattyMurray","SenStabenow"
"PattyMurray","SenatorSessions"
"PattyMurray","SenatorShaheen"
"PattyMurray","SenJohnThune"
"PattyMurray","SenToomey"
"PattyMurray","SenatorTomUdall"
"PattyMurray","SenatorWicker"
"PattyMurray","RonWyden"
"PattyMurray","SenWhitehouse"
"PattyMurray","MarkWarner"
"PattyMurray","SenWarren"
"lisamurkowski","SenAlexander"
"lisamurkowski","RoyBlunt"
"lisamurkowski","SenatorBoxer"
"lisamurkowski","SenSherrodBrown"
"lisamurkowski","SenatorBurr"
"lisamurkowski","SenatorBaldwin"
"lisamurkowski","JohnBoozman"
"lisamurkowski","SenJohnBarrasso"
"lisamurkowski","SenBennetCO"
"lisamurkowski","SenBlumenthal"
"lisamurkowski","SenatorCantwell"
"lisamurkowski","SenatorCardin"
"lisamurkowski","SenatorCarper"
"lisamurkowski","SenDanCoats"
"lisamurkowski","SenThadCochran"
"lisamurkowski","MikeCrapo"
"lisamurkowski","SenatorCollins"
"lisamurkowski","SenCapito"
"lisamurkowski","JohnCornyn"
"lisamurkowski","SenBobCasey"
"lisamurkowski","SenBobCorker"
"lisamurkowski","SenCoonsOffice"
"lisamurkowski","SenTomCotton"
"lisamurkowski","SenTedCruz"
"lisamurkowski","SenatorDurbin"
"lisamurkowski","SenDonnelly"
"lisamurkowski","SteveDaines"
"lisamurkowski","SenatorEnzi"
"lisamurkowski","SenJoniErnst"
"lisamurkowski","SenFeinstein"
"lisamurkowski","JeffFlake"
"lisamurkowski","SenatorFischer"
"lisamurkowski","ChuckGrassley"
"lisamurkowski","SenCoryGardner"
"lisamurkowski","SenOrrinHatch"
"lisamurkowski","SenDeanHeller"
"lisamurkowski","maziehirono"
"lisamurkowski","MartinHeinrich"
"lisamurkowski","SenJohnHoeven"
"lisamurkowski","SenatorHeitkamp"
"lisamurkowski","InhofePress"
"lisamurkowski","SenatorIsakson"
"lisamurkowski","SenRonJohnson"
"lisamurkowski","SenatorKirk"
"lisamurkowski","SenAngusKing"
"lisamurkowski","SenatorLeahy"
"lisamurkowski","SenatorLankford"
"lisamurkowski","SenMikeLee"
"lisamurkowski","SenJohnMcCain"
"lisamurkowski","McConnellPress"
"lisamurkowski","SenatorMenendez"
"lisamurkowski","SenatorBarb"
"lisamurkowski","JerryMoran"
"lisamurkowski","PattyMurray"
"lisamurkowski","ChrisMurphyCT"
"lisamurkowski","SenJeffMerkley"
"lisamurkowski","Sen_JoeManchin"
"lisamurkowski","SenBillNelson"
"lisamurkowski","senrobportman"
"lisamurkowski","SenGaryPeters"
"lisamurkowski","sendavidperdue"
"lisamurkowski","SenJackReed"
"lisamurkowski","SenatorReid"
"lisamurkowski","SenPatRoberts"
"lisamurkowski","SenatorRisch"
"lisamurkowski","SenRubioPress"
"lisamurkowski","SenatorRounds"
"lisamurkowski","SenSanders"
"lisamurkowski","SenSchumer"
"lisamurkowski","SenShelby"
"lisamurkowski","SenStabenow"
"lisamurkowski","SenatorSessions"
"lisamurkowski","SenatorShaheen"
"lisamurkowski","SenatorTimScott"
"lisamurkowski","SenBrianSchatz"
"lisamurkowski","SenSasse"
"lisamurkowski","SenDanSullivan"
"lisamurkowski","SenJohnThune"
"lisamurkowski","SenToomey"
"lisamurkowski","SenatorTester"
"lisamurkowski","SenThomTillis"
"lisamurkowski","SenatorTomUdall"
"lisamurkowski","SenatorWicker"
"lisamurkowski","RonWyden"
"lisamurkowski","SenWhitehouse"
"lisamurkowski","MarkWarner"
"lisamurkowski","SenWarren"
"ChrisMurphyCT","SenBlumenthal"
"ChrisMurphyCT","JeffFlake"
"ChrisMurphyCT","ChuckGrassley"
"ChrisMurphyCT","SenJohnMcCain"
"ChrisMurphyCT","SenatorTomUdall"
"McCaskillOffice","SenAlexander"
"McCaskillOffice","RoyBlunt"
"McCaskillOffice","SenatorBoxer"
"McCaskillOffice","SenSherrodBrown"
"McCaskillOffice","SenatorBaldwin"
"McCaskillOffice","SenBennetCO"
"McCaskillOffice","SenBlumenthal"
"McCaskillOffice","SenatorCantwell"
"McCaskillOffice","SenatorCardin"
"McCaskillOffice","SenatorCarper"
"McCaskillOffice","MikeCrapo"
"McCaskillOffice","SenatorCollins"
"McCaskillOffice","SenBobCasey"
"McCaskillOffice","SenBobCorker"
"McCaskillOffice","SenCoonsOffice"
"McCaskillOffice","SenatorDurbin"
"McCaskillOffice","SenDonnelly"
"McCaskillOffice","SenFeinstein"
"McCaskillOffice","SenatorFischer"
"McCaskillOffice","ChuckGrassley"
"McCaskillOffice","SenOrrinHatch"
"McCaskillOffice","SenDeanHeller"
"McCaskillOffice","maziehirono"
"McCaskillOffice","MartinHeinrich"
"McCaskillOffice","SenJohnHoeven"
"McCaskillOffice","SenatorHeitkamp"
"McCaskillOffice","SenRonJohnson"
"McCaskillOffice","SenAngusKing"
"McCaskillOffice","SenatorLeahy"
"McCaskillOffice","SenJohnMcCain"
"McCaskillOffice","SenatorMenendez"
"McCaskillOffice","SenatorBarb"
"McCaskillOffice","JerryMoran"
"McCaskillOffice","PattyMurray"
"McCaskillOffice","lisamurkowski"
"McCaskillOffice","ChrisMurphyCT"
"McCaskillOffice","SenJeffMerkley"
"McCaskillOffice","Sen_JoeManchin"
"McCaskillOffice","SenBillNelson"
"McCaskillOffice","senrobportman"
"McCaskillOffice","SenJackReed"
"McCaskillOffice","SenatorReid"
"McCaskillOffice","SenPatRoberts"
"McCaskillOffice","SenSanders"
"McCaskillOffice","SenSchumer"
"McCaskillOffice","SenStabenow"
"McCaskillOffice","SenatorShaheen"
"McCaskillOffice","SenBrianSchatz"
"McCaskillOffice","SenJohnThune"
"McCaskillOffice","SenToomey"
"McCaskillOffice","SenatorTester"
"McCaskillOffice","SenatorTomUdall"
"McCaskillOffice","RonWyden"
"McCaskillOffice","SenWhitehouse"
"McCaskillOffice","MarkWarner"
"McCaskillOffice","SenWarren"
"SenJeffMerkley","SenatorBoxer"
"SenJeffMerkley","SenSherrodBrown"
"SenJeffMerkley","SenatorBaldwin"
"SenJeffMerkley","SenBennetCO"
"SenJeffMerkley","SenBlumenthal"
"SenJeffMerkley","SenatorCardin"
"SenJeffMerkley","SenatorCarper"
"SenJeffMerkley","SenBobCasey"
"SenJeffMerkley","SenCoonsOffice"
"SenJeffMerkley","SenatorDurbin"
"SenJeffMerkley","SenDonnelly"
"SenJeffMerkley","SenFeinstein"
"SenJeffMerkley","maziehirono"
"SenJeffMerkley","MartinHeinrich"
"SenJeffMerkley","SenatorHeitkamp"
"SenJeffMerkley","SenAngusKing"
"SenJeffMerkley","SenKaineOffice"
"SenJeffMerkley","SenatorLeahy"
"SenJeffMerkley","SenatorMenendez"
"SenJeffMerkley","SenatorBarb"
"SenJeffMerkley","PattyMurray"
"SenJeffMerkley","ChrisMurphyCT"
"SenJeffMerkley","McCaskillOffice"
"SenJeffMerkley","Sen_JoeManchin"
"SenJeffMerkley","SenBillNelson"
"SenJeffMerkley","SenJackReed"
"SenJeffMerkley","SenatorReid"
"SenJeffMerkley","SenSanders"
"SenJeffMerkley","SenStabenow"
"SenJeffMerkley","SenatorShaheen"
"SenJeffMerkley","SenBrianSchatz"
"SenJeffMerkley","SenatorTester"
"SenJeffMerkley","SenatorTomUdall"
"SenJeffMerkley","RonWyden"
"SenJeffMerkley","SenWhitehouse"
"SenJeffMerkley","SenWarren"
"Sen_JoeManchin","SenAlexander"
"Sen_JoeManchin","SenatorBoxer"
"Sen_JoeManchin","SenSherrodBrown"
"Sen_JoeManchin","SenatorBurr"
"Sen_JoeManchin","SenatorBaldwin"
"Sen_JoeManchin","JohnBoozman"
"Sen_JoeManchin","SenJohnBarrasso"
"Sen_JoeManchin","SenBennetCO"
"Sen_JoeManchin","SenBlumenthal"
"Sen_JoeManchin","SenatorCantwell"
"Sen_JoeManchin","SenatorCardin"
"Sen_JoeManchin","SenatorCarper"
"Sen_JoeManchin","SenDanCoats"
"Sen_JoeManchin","SenThadCochran"
"Sen_JoeManchin","MikeCrapo"
"Sen_JoeManchin","SenatorCollins"
"Sen_JoeManchin","SenCapito"
"Sen_JoeManchin","JohnCornyn"
"Sen_JoeManchin","SenBobCasey"
"Sen_JoeManchin","SenBobCorker"
"Sen_JoeManchin","SenTomCotton"
"Sen_JoeManchin","SenTedCruz"
"Sen_JoeManchin","SenatorDurbin"
"Sen_JoeManchin","SenDonnelly"
"Sen_JoeManchin","SteveDaines"
"Sen_JoeManchin","SenJoniErnst"
"Sen_JoeManchin","SenatorFischer"
"Sen_JoeManchin","ChuckGrassley"
"Sen_JoeManchin","SenCoryGardner"
"Sen_JoeManchin","SenOrrinHatch"
"Sen_JoeManchin","SenDeanHeller"
"Sen_JoeManchin","maziehirono"
"Sen_JoeManchin","SenJohnHoeven"
"Sen_JoeManchin","SenatorHeitkamp"
"Sen_JoeManchin","InhofePress"
"Sen_JoeManchin","SenatorIsakson"
"Sen_JoeManchin","SenRonJohnson"
"Sen_JoeManchin","SenatorKirk"
"Sen_JoeManchin","SenAngusKing"
"Sen_JoeManchin","SenKaineOffice"
"Sen_JoeManchin","SenatorLeahy"
"Sen_JoeManchin","SenatorLankford"
"Sen_JoeManchin","SenMikeLee"
"Sen_JoeManchin","SenJohnMcCain"
"Sen_JoeManchin","SenatorMenendez"
"Sen_JoeManchin","SenatorBarb"
"Sen_JoeManchin","JerryMoran"
"Sen_JoeManchin","PattyMurray"
"Sen_JoeManchin","lisamurkowski"
"Sen_JoeManchin","ChrisMurphyCT"
"Sen_JoeManchin","McCaskillOffice"
"Sen_JoeManchin","SenJeffMerkley"
"Sen_JoeManchin","SenBillNelson"
"Sen_JoeManchin","senrobportman"
"Sen_JoeManchin","SenGaryPeters"
"Sen_JoeManchin","sendavidperdue"
"Sen_JoeManchin","SenJackReed"
"Sen_JoeManchin","SenatorReid"
"Sen_JoeManchin","SenPatRoberts"
"Sen_JoeManchin","SenatorRisch"
"Sen_JoeManchin","SenRubioPress"
"Sen_JoeManchin","SenatorRounds"
"Sen_JoeManchin","SenSanders"
"Sen_JoeManchin","SenSchumer"
"Sen_JoeManchin","SenShelby"
"Sen_JoeManchin","SenStabenow"
"Sen_JoeManchin","SenatorSessions"
"Sen_JoeManchin","SenatorShaheen"
"Sen_JoeManchin","SenatorTimScott"
"Sen_JoeManchin","SenSasse"
"Sen_JoeManchin","SenDanSullivan"
"Sen_JoeManchin","SenJohnThune"
"Sen_JoeManchin","SenToomey"
"Sen_JoeManchin","SenThomTillis"
"Sen_JoeManchin","SenatorTomUdall"
"Sen_JoeManchin","SenatorWicker"
"Sen_JoeManchin","RonWyden"
"Sen_JoeManchin","SenWhitehouse"
"Sen_JoeManchin","MarkWarner"
"Sen_JoeManchin","SenWarren"
"senrobportman","RoyBlunt"
"senrobportman","SenJohnBarrasso"
"senrobportman","SenBlumenthal"
"senrobportman","JohnCornyn"
"senrobportman","ChuckGrassley"
"senrobportman","SenRonJohnson"
"senrobportman","SenJohnMcCain"
"senrobportman","lisamurkowski"
"senrobportman","SenToomey"
"SenGaryPeters","SenAlexander"
"SenGaryPeters","RoyBlunt"
"SenGaryPeters","SenatorBoxer"
"SenGaryPeters","SenSherrodBrown"
"SenGaryPeters","SenatorBurr"
"SenGaryPeters","SenatorBaldwin"
"SenGaryPeters","SenJohnBarrasso"
"SenGaryPeters","SenBennetCO"
"SenGaryPeters","SenBlumenthal"
"SenGaryPeters","SenatorCantwell"
"SenGaryPeters","SenatorCardin"
"SenGaryPeters","SenatorCarper"
"SenGaryPeters","SenDanCoats"
"SenGaryPeters","SenThadCochran"
"SenGaryPeters","MikeCrapo"
"SenGaryPeters","SenatorCollins"
"SenGaryPeters","SenCapito"
"SenGaryPeters","SenBobCasey"
"SenGaryPeters","SenBobCorker"
"SenGaryPeters","SenatorDurbin"
"SenGaryPeters","SenDonnelly"
"SenGaryPeters","SteveDaines"
"SenGaryPeters","SenatorEnzi"
"SenGaryPeters","SenJoniErnst"
"SenGaryPeters","SenatorFischer"
"SenGaryPeters","SenCoryGardner"
"SenGaryPeters","SenDeanHeller"
"SenGaryPeters","maziehirono"
"SenGaryPeters","MartinHeinrich"
"SenGaryPeters","SenJohnHoeven"
"SenGaryPeters","SenatorHeitkamp"
"SenGaryPeters","SenatorIsakson"
"SenGaryPeters","SenRonJohnson"
"SenGaryPeters","SenatorKirk"
"SenGaryPeters","SenAngusKing"
"SenGaryPeters","SenatorLankford"
"SenGaryPeters","McConnellPress"
"SenGaryPeters","SenatorMenendez"
"SenGaryPeters","SenatorBarb"
"SenGaryPeters","PattyMurray"
"SenGaryPeters","lisamurkowski"
"SenGaryPeters","ChrisMurphyCT"
"SenGaryPeters","McCaskillOffice"
"SenGaryPeters","SenJeffMerkley"
"SenGaryPeters","Sen_JoeManchin"
"SenGaryPeters","SenBillNelson"
"SenGaryPeters","senrobportman"
"SenGaryPeters","sendavidperdue"
"SenGaryPeters","SenJackReed"
"SenGaryPeters","SenatorReid"
"SenGaryPeters","SenPatRoberts"
"SenGaryPeters","SenatorRisch"
"SenGaryPeters","SenatorRounds"
"SenGaryPeters","SenSanders"
"SenGaryPeters","SenSchumer"
"SenGaryPeters","SenStabenow"
"SenGaryPeters","SenatorShaheen"
"SenGaryPeters","SenBrianSchatz"
"SenGaryPeters","SenSasse"
"SenGaryPeters","SenDanSullivan"
"SenGaryPeters","SenJohnThune"
"SenGaryPeters","SenToomey"
"SenGaryPeters","SenatorTester"
"SenGaryPeters","SenThomTillis"
"SenGaryPeters","SenatorTomUdall"
"SenGaryPeters","RonWyden"
"SenGaryPeters","SenWhitehouse"
"SenGaryPeters","MarkWarner"
"SenGaryPeters","SenWarren"
"sendavidperdue","SenAlexander"
"sendavidperdue","RoyBlunt"
"sendavidperdue","SenatorBoxer"
"sendavidperdue","SenSherrodBrown"
"sendavidperdue","SenatorBurr"
"sendavidperdue","SenatorBaldwin"
"sendavidperdue","JohnBoozman"
"sendavidperdue","SenJohnBarrasso"
"sendavidperdue","SenBennetCO"
"sendavidperdue","SenBlumenthal"
"sendavidperdue","SenatorCantwell"
"sendavidperdue","SenatorCardin"
"sendavidperdue","SenatorCarper"
"sendavidperdue","SenDanCoats"
"sendavidperdue","SenThadCochran"
"sendavidperdue","MikeCrapo"
"sendavidperdue","SenatorCollins"
"sendavidperdue","SenCapito"
"sendavidperdue","JohnCornyn"
"sendavidperdue","SenBobCasey"
"sendavidperdue","SenBobCorker"
"sendavidperdue","SenCoonsOffice"
"sendavidperdue","SenTomCotton"
"sendavidperdue","SenTedCruz"
"sendavidperdue","SenatorDurbin"
"sendavidperdue","SenDonnelly"
"sendavidperdue","SteveDaines"
"sendavidperdue","SenatorEnzi"
"sendavidperdue","SenJoniErnst"
"sendavidperdue","SenFeinstein"
"sendavidperdue","JeffFlake"
"sendavidperdue","SenatorFischer"
"sendavidperdue","ChuckGrassley"
"sendavidperdue","SenCoryGardner"
"sendavidperdue","SenOrrinHatch"
"sendavidperdue","SenDeanHeller"
"sendavidperdue","maziehirono"
"sendavidperdue","MartinHeinrich"
"sendavidperdue","SenJohnHoeven"
"sendavidperdue","SenatorHeitkamp"
"sendavidperdue","InhofePress"
"sendavidperdue","SenatorIsakson"
"sendavidperdue","SenRonJohnson"
"sendavidperdue","SenatorKirk"
"sendavidperdue","SenAngusKing"
"sendavidperdue","SenatorLeahy"
"sendavidperdue","SenatorLankford"
"sendavidperdue","SenMikeLee"
"sendavidperdue","SenJohnMcCain"
"sendavidperdue","McConnellPress"
"sendavidperdue","SenatorMenendez"
"sendavidperdue","SenatorBarb"
"sendavidperdue","JerryMoran"
"sendavidperdue","PattyMurray"
"sendavidperdue","lisamurkowski"
"sendavidperdue","ChrisMurphyCT"
"sendavidperdue","McCaskillOffice"
"sendavidperdue","SenJeffMerkley"
"sendavidperdue","Sen_JoeManchin"
"sendavidperdue","SenBillNelson"
"sendavidperdue","senrobportman"
"sendavidperdue","SenGaryPeters"
"sendavidperdue","SenJackReed"
"sendavidperdue","SenatorReid"
"sendavidperdue","SenPatRoberts"
"sendavidperdue","SenatorRisch"
"sendavidperdue","SenRubioPress"
"sendavidperdue","SenatorRounds"
"sendavidperdue","SenSanders"
"sendavidperdue","SenSchumer"
"sendavidperdue","SenShelby"
"sendavidperdue","SenStabenow"
"sendavidperdue","SenatorSessions"
"sendavidperdue","SenatorShaheen"
"sendavidperdue","SenatorTimScott"
"sendavidperdue","SenBrianSchatz"
"sendavidperdue","SenSasse"
"sendavidperdue","SenDanSullivan"
"sendavidperdue","SenJohnThune"
"sendavidperdue","SenToomey"
"sendavidperdue","SenatorTester"
"sendavidperdue","SenThomTillis"
"sendavidperdue","SenatorTomUdall"
"sendavidperdue","SenatorWicker"
"sendavidperdue","RonWyden"
"sendavidperdue","SenWhitehouse"
"sendavidperdue","MarkWarner"
"sendavidperdue","SenWarren"
"SenJackReed","SenSherrodBrown"
"SenJackReed","MikeCrapo"
"SenJackReed","SenDeanHeller"
"SenJackReed","InhofePress"
"SenJackReed","SenJohnMcCain"
"SenJackReed","SenatorBarb"
"SenJackReed","SenatorReid"
"SenJackReed","SenShelby"
"SenJackReed","SenWhitehouse"
"SenatorReid","SenatorBoxer"
"SenatorReid","SenSherrodBrown"
"SenatorReid","SenatorBaldwin"
"SenatorReid","SenBennetCO"
"SenatorReid","SenBlumenthal"
"SenatorReid","SenatorCantwell"
"SenatorReid","SenatorCardin"
"SenatorReid","SenatorCarper"
"SenatorReid","SenBobCasey"
"SenatorReid","SenCoonsOffice"
"SenatorReid","SenatorDurbin"
"SenatorReid","SenDonnelly"
"SenatorReid","SenFeinstein"
"SenatorReid","SenDeanHeller"
"SenatorReid","maziehirono"
"SenatorReid","MartinHeinrich"
"SenatorReid","SenatorHeitkamp"
"SenatorReid","SenAngusKing"
"SenatorReid","SenatorLeahy"
"SenatorReid","SenatorMenendez"
"SenatorReid","SenatorBarb"
"SenatorReid","PattyMurray"
"SenatorReid","ChrisMurphyCT"
"SenatorReid","McCaskillOffice"
"SenatorReid","SenJeffMerkley"
"SenatorReid","Sen_JoeManchin"
"SenatorReid","SenBillNelson"
"SenatorReid","SenJackReed"
"SenatorReid","SenSanders"
"SenatorReid","SenSchumer"
"SenatorReid","SenStabenow"
"SenatorReid","SenatorShaheen"
"SenatorReid","SenBrianSchatz"
"SenatorReid","SenatorTomUdall"
"SenatorReid","RonWyden"
"SenatorReid","SenWhitehouse"
"SenatorReid","MarkWarner"
"SenatorReid","SenWarren"
"SenPatRoberts","SenAlexander"
"SenPatRoberts","RoyBlunt"
"SenPatRoberts","SenatorBurr"
"SenPatRoberts","JohnBoozman"
"SenPatRoberts","SenJohnBarrasso"
"SenPatRoberts","SenatorCarper"
"SenPatRoberts","SenDanCoats"
"SenPatRoberts","SenThadCochran"
"SenPatRoberts","MikeCrapo"
"SenPatRoberts","SenatorCollins"
"SenPatRoberts","JohnCornyn"
"SenPatRoberts","SenBobCorker"
"SenPatRoberts","SenTedCruz"
"SenPatRoberts","SenatorEnzi"
"SenPatRoberts","SenJoniErnst"
"SenPatRoberts","JeffFlake"
"SenPatRoberts","SenatorFischer"
"SenPatRoberts","ChuckGrassley"
"SenPatRoberts","SenOrrinHatch"
"SenPatRoberts","SenDeanHeller"
"SenPatRoberts","SenJohnHoeven"
"SenPatRoberts","SenatorHeitkamp"
"SenPatRoberts","InhofePress"
"SenPatRoberts","SenatorIsakson"
"SenPatRoberts","SenRonJohnson"
"SenPatRoberts","SenatorKirk"
"SenPatRoberts","SenMikeLee"
"SenPatRoberts","SenJohnMcCain"
"SenPatRoberts","McConnellPress"
"SenPatRoberts","JerryMoran"
"SenPatRoberts","lisamurkowski"
"SenPatRoberts","SenBillNelson"
"SenPatRoberts","senrobportman"
"SenPatRoberts","sendavidperdue"
"SenPatRoberts","SenRubioPress"
"SenPatRoberts","SenSchumer"
"SenPatRoberts","SenShelby"
"SenPatRoberts","SenStabenow"
"SenPatRoberts","SenatorSessions"
"SenPatRoberts","SenatorTimScott"
"SenPatRoberts","SenSasse"
"SenPatRoberts","SenJohnThune"
"SenPatRoberts","SenToomey"
"SenPatRoberts","SenThomTillis"
"SenPatRoberts","SenatorWicker"
"SenatorRisch","RoyBlunt"
"SenatorRisch","SenJohnBarrasso"
"SenatorRisch","SenDanCoats"
"SenatorRisch","SenThadCochran"
"SenatorRisch","MikeCrapo"
"SenatorRisch","SenatorCollins"
"SenatorRisch","SenTomCotton"
"SenatorRisch","SteveDaines"
"SenatorRisch","SenJoniErnst"
"SenatorRisch","SenatorFischer"
"SenatorRisch","SenDeanHeller"
"SenatorRisch","SenJohnHoeven"
"SenatorRisch","SenatorIsakson"
"SenatorRisch","SenatorLankford"
"SenatorRisch","JerryMoran"
"SenatorRisch","lisamurkowski"
"SenatorRisch","SenatorRounds"
"SenatorRisch","SenSasse"
"SenatorRisch","SenJohnThune"
"SenatorRisch","SenThomTillis"
"SenatorRisch","SenatorWicker"
"SenRubioPress","SenAlexander"
"SenRubioPress","RoyBlunt"
"SenRubioPress","SenatorBurr"
"SenRubioPress","JohnBoozman"
"SenRubioPress","SenJohnBarrasso"
"SenRubioPress","SenDanCoats"
"SenRubioPress","SenThadCochran"
"SenRubioPress","MikeCrapo"
"SenRubioPress","SenatorCollins"
"SenRubioPress","JohnCornyn"
"SenRubioPress","SenBobCorker"
"SenRubioPress","SenatorEnzi"
"SenRubioPress","ChuckGrassley"
"SenRubioPress","SenOrrinHatch"
"SenRubioPress","SenDeanHeller"
"SenRubioPress","SenJohnHoeven"
"SenRubioPress","InhofePress"
"SenRubioPress","SenatorIsakson"
"SenRubioPress","SenRonJohnson"
"SenRubioPress","SenatorKirk"
"SenRubioPress","SenatorLeahy"
"SenRubioPress","SenMikeLee"
"SenRubioPress","SenJohnMcCain"
"SenRubioPress","McConnellPress"
"SenRubioPress","SenatorMenendez"
"SenRubioPress","JerryMoran"
"SenRubioPress","lisamurkowski"
"SenRubioPress","SenBillNelson"
"SenRubioPress","senrobportman"
"SenRubioPress","SenPatRoberts"
"SenRubioPress","SenShelby"
"SenRubioPress","SenatorSessions"
"SenRubioPress","SenatorTimScott"
"SenRubioPress","SenJohnThune"
"SenRubioPress","SenToomey"
"SenRubioPress","SenatorWicker"
"SenatorRounds","SenAlexander"
"SenatorRounds","RoyBlunt"
"SenatorRounds","SenatorBoxer"
"SenatorRounds","SenSherrodBrown"
"SenatorRounds","SenatorBurr"
"SenatorRounds","SenatorBaldwin"
"SenatorRounds","JohnBoozman"
"SenatorRounds","SenJohnBarrasso"
"SenatorRounds","SenBennetCO"
"SenatorRounds","SenBlumenthal"
"SenatorRounds","SenatorCantwell"
"SenatorRounds","SenatorCardin"
"SenatorRounds","SenDanCoats"
"SenatorRounds","SenThadCochran"
"SenatorRounds","MikeCrapo"
"SenatorRounds","SenatorCollins"
"SenatorRounds","SenCapito"
"SenatorRounds","JohnCornyn"
"SenatorRounds","SenBobCasey"
"SenatorRounds","SenBobCorker"
"SenatorRounds","SenCoonsOffice"
"SenatorRounds","SenTomCotton"
