"year","state","county","rep","dem","other"
2012,"mississippi","simpson",7424,4723,102
2012,"mississippi","montgomery",2543,2245,19
2012,"mississippi","madison",28507,20722,342
2012,"mississippi","webster",3684,1087,49
2012,"mississippi","neshoba",7772,3030,88
2012,"mississippi","jasper",4193,5097,50
2012,"mississippi","rankin",46318,14425,695
2012,"mississippi","oktibbeha",7728,8030,243
2012,"missouri","crawford",6434,2951,194
2012,"missouri","ralls",3231,1736,69
2012,"missouri","atchison",1902,756,51
2012,"missouri","randolph",6667,3031,246
2012,"missouri","morgan",5733,2773,182
2012,"missouri","cole",24488,12003,567
2012,"missouri","gasconade",4895,2099,140
2012,"missouri","butler",12248,4363,278
2012,"missouri","cape girardeau",25343,9713,616
2012,"missouri","wayne",3790,1811,117
2012,"missouri","st louis city",22617,116654,1864
2012,"missouri","andrew",5457,2649,200
2012,"missouri","douglas",4649,1709,198
2012,"missouri","howell",11541,4393,407
2012,"missouri","warren",9150,5219,307
2012,"missouri","laclede",10934,4093,334
2012,"missouri","new madrid",4284,2814,152
2012,"missouri","bates",5020,2557,194
2012,"missouri","newton",18179,6425,476
2012,"missouri","barry",9832,3667,307
2012,"missouri","franklin",29271,16294,1008
2012,"missouri","osage",5330,1472,116
2012,"missouri","chariton",2402,1339,80
2012,"missouri","taney",15713,5462,433
2012,"missouri","st clair",3019,1460,147
2012,"missouri","johnson",12750,7661,590
2012,"missouri","scott",11623,5122,254
2012,"missouri","oregon",2886,1419,116
2012,"missouri","bollinger",4094,1213,148
2012,"missouri","camden",15089,6458,395
2012,"missouri","washington",5008,3402,206
2012,"missouri","stone",11780,3920,274
2012,"missouri","hickory",2835,1733,112
2012,"missouri","buchanan",18660,15594,852
2012,"missouri","reynolds",1927,1155,114
2012,"missouri","madison",3227,1588,115
2012,"missouri","webster",10702,4407,312
2012,"missouri","cedar",4375,1536,132
2012,"missouri","saline",5096,3785,214
2012,"missouri","pike",4576,2581,162
2012,"missouri","platte",25617,19171,759
2012,"missouri","greene",76786,46130,2723
2012,"missouri","lincoln",14330,7733,586
2012,"missouri","wright",5831,1953,172
2012,"missouri","clark",1730,1398,97
2012,"missouri","moniteau",4703,1608,131
2012,"missouri","mcdonald",5694,1920,203
2012,"missouri","linn",3331,2031,165
2012,"missouri","grundy",3030,1212,132
2012,"missouri","marion",7926,4034,204
2012,"missouri","lawrence",11417,4014,317
2012,"missouri","st charles",110732,71798,3067
2012,"missouri","perry",5669,2184,134
2012,"missouri","clinton",5904,3685,241
2012,"missouri","cooper",4887,2474,150
2012,"missouri","dunklin",6849,3635,165
2012,"missouri","livingston",4006,1906,142
2012,"missouri","montgomery",3486,1734,97
2012,"missouri","iron",2252,1669,110
2012,"missouri","jasper",31345,12808,1060
2012,"missouri","cass",30912,17044,957
2012,"missouri","pettis",10840,5902,429
2012,"missouri","barton",4416,1232,98
2012,"missouri","scotland",1246,643,47
2012,"missouri","worth",664,341,43
2012,"missouri","dekalb",3056,1194,100
2012,"missouri","mercer",1255,353,47
2012,"missouri","texas",7618,2871,275
2012,"missouri","carroll",3072,1154,78
2012,"missouri","shannon",2260,1300,128
2012,"missouri","miller",8099,2651,269
2012,"missouri","knox",1205,698,54
2012,"missouri","benton",6069,2925,163
2012,"missouri","mississippi",2996,1857,65
2012,"missouri","dade",2895,939,62
2012,"missouri","polk",9252,3580,287
2012,"missouri","dallas",4992,2122,165
2012,"missouri","ripley",3743,1396,124
2012,"missouri","vernon",5756,2580,183
2012,"missouri","henry",6229,3604,288
2012,"missouri","dent",4883,1585,175
2012,"missouri","st louis county",223102,294735,6791
2012,"missouri","caldwell",2724,1313,134
2012,"missouri","callaway",11742,6070,416
2012,"missouri","stoddard",9496,3153,217
2012,"missouri","ray",5805,4264,277
2012,"missouri","phelps",11893,5798,497
2012,"missouri","gentry",1986,937,74
2012,"missouri","ozark",3080,1261,112
2012,"missouri","shelby",2188,966,78
2012,"missouri","monroe",2564,1398,95
2012,"missouri","schuyler",1174,697,68
2012,"missouri","jackson",121891,180100,4863
2012,"missouri","clay",56131,47250,2084
2012,"missouri","harrison",2624,984,87
2012,"missouri","pulaski",9092,4199,280
2012,"missouri","nodaway",5593,3172,211
2012,"missouri","jefferson",53973,41570,2070
2012,"missouri","maries",3165,1299,74
2012,"missouri","macon",4700,2309,150
2012,"missouri","lewis",2677,1507,94
2012,"missouri","carter",1978,754,67
2012,"missouri","christian",27465,9809,678
2012,"missouri","holt",1725,551,34
2012,"missouri","daviess",2282,1124,106
2012,"missouri","lafayette",9800,5650,336
2012,"missouri","pemiscot",3596,2671,66
2012,"missouri","st francois",13248,8837,505
2012,"missouri","howard",3012,1722,127
2012,"missouri","sullivan",1610,908,77
2012,"missouri","ste genevieve",4055,3813,202
2012,"missouri","audrain",6186,3538,227
2012,"missouri","adair",5648,4218,255
2012,"missouri","putnam",1673,587,49
2012,"missouri","boone",37343,39782,2171
2012,"montana","sweet grass",1584,473,48
2012,"montana","deer lodge",1431,2829,148
2012,"montana","teton",2091,1073,86
2012,"montana","fergus",4243,1628,173
2012,"montana","powell",1798,884,81
2012,"montana","sanders",3971,1716,201
2012,"montana","garfield",622,66,12
2012,"montana","treasure",317,114,22
2012,"montana","golden valley",351,110,18
2012,"montana","lincoln",6045,2544,280
2012,"montana","custer",3353,1824,159
2012,"montana","hill",3133,3372,252
2012,"montana","glacier",1391,2784,112
2012,"montana","carbon",3513,2126,167
2012,"montana","broadwater",2150,761,94
2012,"montana","prairie",518,167,16
2012,"montana","lewis and clark",16673,15479,880
2012,"montana","granite",1107,533,65
2012,"montana","dawson",3024,1219,174
2012,"montana","ravalli",12817,6466,514
2012,"montana","powder river",833,170,16
2012,"montana","pondera",1666,969,69
2012,"montana","blaine",1169,1598,65
2012,"montana","jefferson",4042,2256,192
2012,"montana","silver bow",5374,10782,461
2012,"montana","judith basin",852,336,24
2012,"montana","big horn",1655,2830,76
2012,"montana","beaverhead",3251,1347,151
2012,"montana","wibaux",421,25,98
2012,"montana","missoula",23285,34380,1709
2012,"montana","gallatin",24051,21534,1528
2012,"montana","valley",2337,1386,137
2012,"montana","flathead",27694,13534,1237
2012,"montana","carter",678,96,20
2012,"montana","fallon",1123,236,40
2012,"montana","mccone",742,221,25
2012,"montana","roosevelt",1503,2044,71
2012,"montana","stillwater",3237,1209,114
2012,"montana","lake",7084,5715,357
2012,"montana","daniels",735,236,30
2012,"montana","toole",1440,582,80
2012,"montana","wheatland",690,272,27
2012,"montana","sheridan",1203,661,56
2012,"montana","park",4637,3728,269
2012,"montana","phillips",1688,471,69
2012,"montana","rosebud",2035,1478,97
2012,"montana","mineral",1212,698,99
2012,"montana","chouteau",1751,969,84
2012,"montana","cascade",18039,14949,964
2012,"montana","petroleum",240,49,9
2012,"montana","liberty",698,257,28
2012,"montana","madison",3115,1285,111
2012,"montana","yellowstone",40421,26275,1865
2012,"montana","musselshell",1792,482,79
2012,"montana","meagher",670,269,33
2012,"montana","richland",3479,992,131
2012,"nebraska","saline",2518,2232,82
2012,"nebraska","perkins",1133,237,21
2012,"nebraska","cass",7453,4298,201
2012,"nebraska","richardson",2407,1180,93
2012,"nebraska","cherry",2557,436,59
2012,"nebraska","phelps",3372,875,89
2012,"nebraska","loup",290,62,4
2012,"nebraska","keya paha",392,80,9
2012,"nebraska","dundy",791,176,14
2012,"nebraska","thayer",1853,724,50
2012,"nebraska","red willow",3855,940,73
2012,"nebraska","sherman",919,549,40
2012,"nebraska","platte",9963,3095,191
2012,"nebraska","garfield",762,147,19
2012,"nebraska","nuckolls",1563,567,40
2012,"nebraska","butler",2729,1028,61
2012,"nebraska","banner",339,55,8
2012,"nebraska","morrill",1658,450,44
2012,"nebraska","lincoln",10545,4350,371
2012,"nebraska","buffalo",13378,5266,413
2012,"nebraska","wayne",2493,1074,92
2012,"nebraska","hooker",330,59,5
2012,"nebraska","gage",5470,3870,212
2012,"nebraska","custer",4251,1066,97
2012,"nebraska","clay",2213,662,41
2012,"nebraska","dawson",5370,2157,153
2012,"nebraska","merrick",2477,921,59
2012,"nebraska","logan",356,68,7
2012,"nebraska","douglas",108319,99261,2921
2012,"nebraska","blaine",268,29,4
2012,"nebraska","jefferson",2156,1185,75
2012,"nebraska","hamilton",3582,1136,106
2012,"nebraska","saunders",6725,3279,199
2012,"nebraska","rock",669,103,12
2012,"nebraska","lancaster",61177,59970,2059
2012,"nebraska","thomas",360,42,6
2012,"nebraska","hayes",473,50,12
2012,"nebraska","brown",1298,223,24
2012,"nebraska","wheeler",345,93,8
2012,"nebraska","adams",8235,3991,225
2012,"nebraska","frontier",1005,381,36
2012,"nebraska","cuming",2858,1015,55
2012,"nebraska","colfax",2045,959,43
2012,"nebraska","hitchcock",1386,310,43
2012,"nebraska","valley",1643,494,31
2012,"nebraska","keith",3036,920,70
2012,"nebraska","seward",4947,2362,136
2012,"nebraska","pierce",2707,637,70
2012,"nebraska","knox",2878,1055,82
2012,"nebraska","kimball",1222,391,52
2012,"nebraska","holt",3789,862,98
2012,"nebraska","sioux",623,101,11
2012,"nebraska","boyd",852,186,9
2012,"nebraska","dakota",3048,2831,98
2012,"nebraska","antelope",2585,571,53
2012,"nebraska","harlan",1248,311,25
2012,"nebraska","grant",322,30,11
2012,"nebraska","franklin",1110,381,36
2012,"nebraska","cheyenne",3134,983,80
2012,"nebraska","dixon",1745,870,51
2012,"nebraska","chase",1573,252,24
2012,"nebraska","deuel",763,215,34
2012,"nebraska","polk",1886,527,33
2012,"nebraska","nemaha",1979,1089,58
2012,"nebraska","gosper",732,230,13
2012,"nebraska","thurston",823,1153,17
2012,"nebraska","stanton",1945,607,71
2012,"nebraska","johnson",1223,790,44
2012,"nebraska","sheridan",2010,389,51
2012,"nebraska","sarpy",40318,24709,1139
2012,"nebraska","howard",1890,914,52
2012,"nebraska","pawnee",897,396,37
2012,"nebraska","fillmore",1972,794,49
2012,"nebraska","york",4814,1352,80
2012,"nebraska","box butte",2795,1634,112
2012,"nebraska","washington",6857,3103,161
2012,"nebraska","scotts bluff",9427,4193,247
2012,"nebraska","nance",1098,477,29
2012,"nebraska","mcpherson",237,41,12
2012,"nebraska","kearney",2341,761,54
2012,"nebraska","garden",829,242,17
2012,"nebraska","dodge",8937,5588,234
2012,"nebraska","burt",2016,1280,47
2012,"nebraska","hall",12412,6971,338
2012,"nebraska","furnas",1767,422,26
2012,"nebraska","otoe",4226,2542,137
2012,"nebraska","madison",9874,3368,270
2012,"nebraska","webster",1255,440,35
2012,"nebraska","cedar",3231,952,77
2012,"nebraska","boone",2136,615,48
2012,"nebraska","dawes",2435,1102,97
2012,"nebraska","arthur",227,30,4
2012,"nebraska","greeley",820,340,21
2012,"nevada","carson city",12394,10290,634
2012,"nevada","lincoln",1691,400,61
2012,"nevada","clark",288223,387978,12138
2012,"nevada","elko",12013,3510,461
2012,"nevada","douglas",16264,9288,502
2012,"nevada","pershing",1167,632,85
2012,"nevada","lander",1580,534,51
2012,"nevada","esmeralda",317,92,26
2012,"nevada","churchill",7061,2961,243
2012,"nevada","white pine",2601,983,120
2012,"nevada","washoe",88151,94806,3960
2012,"nevada","eureka",663,107,38
2012,"nevada","nye",10566,6320,636
2012,"nevada","mineral",1080,863,92
2012,"nevada","lyon",13520,7380,565
2012,"nevada","storey",1321,920,73
2012,"nevada","humboldt",3810,1737,197
2012,"new hampshire","hillsborough",98103,101499,3163
2012,"new hampshire","cheshire",15135,25329,607
2012,"new hampshire","belknap",17568,15884,319
2012,"new hampshire","merrimack",34451,44635,968
2012,"new hampshire","carroll",14207,13977,280
2012,"new hampshire","grafton",18207,29826,732
2012,"new hampshire","coos",6342,9091,181
2012,"new hampshire","strafford",26779,36026,957
2012,"new hampshire","sullivan",9269,12166,379
2012,"new hampshire","rockingham",87809,80096,1889
2012,"new jersey","ocean",138594,96500,2338
2012,"new jersey","mercer",43155,94300,1609
2012,"new jersey","monmouth",140376,125471,3096
2012,"new jersey","union",66457,134220,1676
2012,"new jersey","atlantic",41918,59509,978
2012,"new jersey","somerset",63159,70168,1605
2012,"new jersey","morris",114265,90313,2002
2012,"new jersey","essex",61595,217950,2088
2012,"new jersey","warren",24695,17869,748
2012,"new jersey","hudson",38082,136239,1783
2012,"new jersey","cape may",25488,21275,480
2012,"new jersey","burlington",79110,115951,1998
2012,"new jersey","salem",14214,14456,446
2012,"new jersey","middlesex",102472,179515,3245
2012,"new jersey","hunterdon",36979,25148,694
2012,"new jersey","camden",63329,137795,2077
2012,"new jersey","gloucester",58915,72960,1693
2012,"new jersey","sussex",37215,23406,1083
2012,"new jersey","passaic",59181,104057,1391
2012,"new jersey","cumberland",18767,30172,533
2012,"new jersey","bergen",155267,193470,3286
2012,"new mexico","san miguel",2281,8754,353
2012,"new mexico","sierra",2928,1963,210
2012,"new mexico","taos",2710,11855,623
2012,"new mexico","rio arriba",3373,11389,477
2012,"new mexico","socorro",2698,3983,406
2012,"new mexico","cibola",2966,4907,281
2012,"new mexico","lincoln",5940,2931,338
2012,"new mexico","mckinley",5420,15363,530
2012,"new mexico","los alamos",4796,5191,667
2012,"new mexico","quay",2194,1382,120
2012,"new mexico","union",1231,471,51
2012,"new mexico","guadalupe",518,1388,72
2012,"new mexico","mora",591,1952,61
2012,"new mexico","eddy",12546,6110,539
2012,"new mexico","debaca",586,287,27
2012,"new mexico","colfax",2763,2879,254
2012,"new mexico","lea",12480,4068,385
2012,"new mexico","roosevelt",4032,1719,198
2012,"new mexico","otero",12219,6715,709
2012,"new mexico","luna",3654,3573,245
2012,"new mexico","dona ana",26988,36778,1946
2012,"new mexico","grant",5286,7009,449
2012,"new mexico","bernalillo",104242,147183,13517
2012,"new mexico","harding",326,260,14
2012,"new mexico","curry",9150,3956,344
2012,"new mexico","san juan",28779,15688,1527
2012,"new mexico","chaves",13271,6621,606
2012,"new mexico","valencia",12788,13473,1386
2012,"new mexico","sandoval",24124,26831,2406
2012,"new mexico","torrance",3521,2414,441
2012,"new mexico","santa fe",15145,49668,2811
2012,"new mexico","hidalgo",895,994,40
2012,"new mexico","catron",1474,557,69
2012,"new york","chenango",8933,8340,382
2012,"new york","allegany",9609,5658,334
2012,"new york","yates",4270,4021,146
2012,"new york","tompkins",10202,24447,1176
2012,"new york","otsego",10527,10975,436
2012,"new york","wyoming",9726,5224,280
2012,"new york","broome",34878,38315,2051
2012,"new york","westchester",108707,171908,4116
2012,"new york","rockland",52936,60446,1118
2012,"new york","oneida",41639,37388,1402
2012,"new york","monroe",124769,178491,5665
2012,"new york","schuyler",3942,3354,168
2012,"new york","dutchess",52320,59885,1937
2012,"new york","greene",9935,7911,417
2012,"new york","bronx",26304,288378,1365
2012,"new york","wayne",18315,15136,676
2012,"new york","suffolk",259348,274830,6475
2012,"new york","chemung",16207,15285,489
2012,"new york","columbia",11194,14244,570
2012,"new york","jefferson",16279,15345,427
2012,"new york","hamilton",1652,955,48
2012,"new york","cortland",7886,9445,367
2012,"new york","essex",6495,8835,247
2012,"new york","warren",12571,13112,537
2012,"new york","saratoga",46829,48876,1797
2012,"new york","delaware",9085,7469,362
2012,"new york","lewis",5083,4263,135
2012,"new york","queens",103193,399970,4559
2012,"new york","oswego",18503,21733,897
2012,"new york","orleans",8076,5411,269
2012,"new york","niagara",40397,40862,1461
2012,"new york","nassau",212882,243649,4293
2012,"new york","cattaraugus",15406,11695,507
2012,"new york","tioga",11278,8263,436
2012,"new york","chautauqua",25795,21815,824
2012,"new york","franklin",5248,9065,224
2012,"new york","clinton",10054,17123,445
2012,"new york","steuben",20425,14586,648
2012,"new york","fulton",9811,7916,313
2012,"new york","albany",42029,80891,2611
2012,"new york","genesee",13701,8886,492
2012,"new york","ulster",27340,43164,1689
2012,"new york","new york",261264,1008250,14120
2012,"new york","rensselaer",27240,34713,1379
2012,"new york","sullivan",11148,13781,393
2012,"new york","ontario",21998,21285,861
2012,"new york","livingston",13210,10889,507
2012,"new york","herkimer",12389,10433,468
2012,"new york","washington",10254,10596,413
2012,"new york","onondaga",72807,112664,3316
2012,"new york","schoharie",6849,4862,232
2012,"new york","putnam",22436,17851,596
2012,"new york","montgomery",8622,7881,281
2012,"new york","madison",12611,12698,556
2012,"new york","cayuga",11355,14162,556
2012,"new york","seneca",5405,6526,217
2012,"new york","schenectady",24608,33777,1229
2012,"new york","erie",159678,220184,6803
2012,"new york","orange",60984,67709,1801
2012,"north carolina","wilson",17904,20745,241
2012,"north carolina","chowan",3872,3507,45
2012,"north carolina","chatham",16578,18252,327
2012,"north carolina","pamlico",4032,2632,48
2012,"north carolina","randolph",44913,14675,614
2012,"north carolina","sampson",14358,11496,151
2012,"north carolina","catawba",44386,23954,762
2012,"north carolina","scotland",5799,8131,90
2012,"north carolina","columbus",12863,10973,181
2012,"north carolina","mecklenburg",170490,270705,3867
2012,"north carolina","alleghany",3378,1574,73
2012,"north carolina","greene",4393,3761,40
2012,"north carolina","dare",10102,7258,254
2012,"north carolina","beaufort",13918,9399,151
2012,"north carolina","martin",5963,6514,64
2012,"north carolina","lincoln",25184,10980,368
2012,"north carolina","jackson",8224,8052,280
2012,"north carolina","haywood",15553,11742,384
2012,"north carolina","wayne",27536,23154,298
2012,"north carolina","northampton",3474,7210,35
2012,"north carolina","moore",29336,16371,337
2012,"north carolina","clay",3952,1573,67
2012,"north carolina","granville",12332,13529,207
2012,"north carolina","jones",2825,2335,32
2012,"north carolina","union",60468,32032,889
2012,"north carolina","rutherford",18797,9277,299
2012,"north carolina","iredell",49071,25952,739
2012,"north carolina","robeson",17093,23957,330
2012,"north carolina","transylvania",9522,6740,207
2012,"north carolina","lee",13000,10577,223
2012,"north carolina","currituck",7431,3521,201
2012,"north carolina","warren",3111,6635,31
2012,"north carolina","hoke",6721,9915,164
2012,"north carolina","watauga",14124,13371,673
2012,"north carolina","macon",10817,5692,241
2012,"north carolina","person",10467,8384,157
2012,"north carolina","graham",2743,1115,52
2012,"north carolina","cleveland",25440,16734,368
2012,"north carolina","buncombe",54429,70066,1706
2012,"north carolina","ashe",8207,4100,179
2012,"north carolina","mitchell",5778,1810,85
2012,"north carolina","brunswick",34587,21932,466
2012,"north carolina","onslow",31695,18115,543
2012,"north carolina","guilford",103964,145483,2082
2012,"north carolina","wilkes",20410,8089,353
2012,"north carolina","durham",33326,109185,1317
2012,"north carolina","carteret",24598,10197,329
2012,"north carolina","new hanover",52792,48038,1237
2012,"north carolina","franklin",14480,13317,262
2012,"north carolina","gates",2532,2745,33
2012,"north carolina","johnston",48206,27052,763
2012,"north carolina","forsyth",79177,91606,1549
2012,"north carolina","polk",6219,4000,104
2012,"north carolina","stokes",15142,5969,285
2012,"north carolina","pitt",35534,40701,579
2012,"north carolina","pasquotank",7216,9970,157
2012,"north carolina","anson",4125,6894,53
2012,"north carolina","pender",14368,9455,213
2012,"north carolina","alexander",12207,4591,262
2012,"north carolina","stanly",19698,8287,291
2012,"north carolina","perquimans",3814,2747,60
2012,"north carolina","lenoir",13763,13350,134
2012,"north carolina","halifax",8686,16931,107
2012,"north carolina","davie",14568,5652,198
2012,"north carolina","bertie",3367,6537,37
2012,"north carolina","tyrrell",929,835,11
2012,"north carolina","gaston",55817,32903,918
2012,"north carolina","davidson",48935,20291,768
2012,"north carolina","cherokee",9201,3339,155
2012,"north carolina","camden",2995,1456,69
2012,"north carolina","surry",19753,9005,338
2012,"north carolina","rowan",38622,22529,652
2012,"north carolina","washington",2615,3811,30
2012,"north carolina","wake",232933,286939,6933
2012,"north carolina","hertford",3001,7815,56
2012,"north carolina","bladen",7947,8277,127
2012,"north carolina","nash",23769,24214,252
2012,"north carolina","hyde",1183,1157,18
2012,"north carolina","burke",22109,13577,430
2012,"north carolina","swain",2976,2618,111
2012,"north carolina","richmond",9236,9747,144
2012,"north carolina","yancey",5249,3954,141
2012,"north carolina","montgomery",6389,4689,100
2012,"north carolina","madison",5379,4466,178
2012,"north carolina","yadkin",12500,3928,229
2012,"north carolina","harnett",25070,16858,415
2012,"north carolina","vance",7406,13286,78
2012,"north carolina","craven",26654,18556,375
2012,"north carolina","caswell",5471,5183,82
2012,"north carolina","avery",5708,1861,88
2012,"north carolina","orange",21398,53404,1046
2012,"north carolina","henderson",32860,18519,582
2012,"north carolina","duplin",11330,8923,122
2012,"north carolina","caldwell",23069,10795,474
2012,"north carolina","alamance",37712,28341,585
2012,"north carolina","rockingham",25037,16170,342
2012,"north carolina","mcdowell",11732,6006,215
2012,"north carolina","edgecombe",8494,18249,83
2012,"north carolina","cumberland",50191,74991,910
2012,"north carolina","cabarrus",49125,32453,867
2012,"north dakota","williams",7087,2288,225
2012,"north dakota","morton",8669,4467,374
2012,"north dakota","mcintosh",1028,456,26
2012,"north dakota","lamoure",1374,737,68
2012,"north dakota","ransom",1008,1341,63
2012,"north dakota","cass",36792,34632,1851
2012,"north dakota","divide",731,382,38
2012,"north dakota","benson",867,1232,49
2012,"north dakota","golden valley",740,161,23
2012,"north dakota","stutsman",5641,3561,229
2012,"north dakota","mercer",3132,1161,101
2012,"north dakota","rolette",1090,3351,87
2012,"north dakota","traill",1963,1784,94
2012,"north dakota","mchenry",1651,924,78
2012,"north dakota","wells",1646,671,42
2012,"north dakota","renville",850,398,24
2012,"north dakota","logan",799,221,22
2012,"north dakota","dunn",1494,493,15
2012,"north dakota","slope",341,83,10
2012,"north dakota","ward",16176,8412,643
2012,"north dakota","eddy",631,484,32
2012,"north dakota","grand forks",15044,14008,744
2012,"north dakota","cavalier",1192,818,44
2012,"north dakota","mckenzie",2450,926,47
2012,"north dakota","adams",916,328,37
2012,"north dakota","towner",619,511,34
2012,"north dakota","kidder",870,393,47
2012,"north dakota","griggs",770,535,30
2012,"north dakota","ramsey",2659,2162,150
2012,"north dakota","barnes",2953,2389,129
2012,"north dakota","pierce",1462,656,44
2012,"north dakota","walsh",2809,2118,134
2012,"north dakota","sioux",223,900,15
2012,"north dakota","stark",8509,2805,225
2012,"north dakota","foster",1028,604,42
2012,"north dakota","grant",1012,331,40
2012,"north dakota","steele",495,515,18
2012,"north dakota","pembina",1893,1245,88
2012,"north dakota","sargent",876,1073,38
2012,"north dakota","bowman",1277,412,39
2012,"north dakota","mountrail",1960,1401,83
2012,"north dakota","sheridan",637,161,10
2012,"north dakota","billings",472,89,16
2012,"north dakota","dickey",1601,849,63
2012,"north dakota","mclean",3130,1660,104
2012,"north dakota","nelson",862,766,40
2012,"north dakota","bottineau",2246,1163,75
2012,"north dakota","burke",766,230,19
2012,"north dakota","oliver",693,281,36
2012,"north dakota","emmons",1430,383,49
2012,"north dakota","hettinger",998,313,40
2012,"north dakota","burleigh",27811,14036,1029
2012,"north dakota","richland",4213,3190,146
2012,"ohio","williams",9863,7045,378
2012,"ohio","crawford",11561,7207,424
2012,"ohio","champaign",11852,7826,338
2012,"ohio","pike",5535,5490,208
2012,"ohio","pickaway",13713,9335,395
2012,"ohio","mahoning",41702,74298,1571
2012,"ohio","cuyahoga",184475,420953,6084
2012,"ohio","belmont",16418,13826,632
2012,"ohio","paulding",5248,3435,229
2012,"ohio","morgan",3136,2772,134
2012,"ohio","medina",49464,37841,1544
2012,"ohio","shelby",16700,6065,364
2012,"ohio","ashtabula",17890,22964,927
2012,"ohio","monroe",3540,3007,196
2012,"ohio","van wert",9433,3923,230
2012,"ohio","morrow",9662,5780,371
2012,"ohio","greene",48683,31028,1364
2012,"ohio","butler",102226,59282,2512
2012,"ohio","jackson",7651,4965,300
2012,"ohio","athens",8118,17268,726
2012,"ohio","wayne",29450,18932,974
2012,"ohio","mercer",16207,4609,345
2012,"ohio","holmes",8563,2568,224
2012,"ohio","ross",14582,13895,484
2012,"ohio","clark",31116,30022,998
2012,"ohio","harrison",3936,2895,168
2012,"ohio","guernsey",8811,7226,366
2012,"ohio","logan",13323,6789,423
2012,"ohio","tuscarawas",21420,17516,919
2012,"ohio","union",15947,8546,454
2012,"ohio","jefferson",16729,14960,638
2012,"ohio","hamilton",188653,208508,5411
2012,"ohio","carroll",7177,5396,392
2012,"ohio","portage",34465,38082,1482
2012,"ohio","brown",11671,6923,361
2012,"ohio","warren",74626,31907,1475
2012,"ohio","adams",6691,3857,239
2012,"ohio","lorain",58095,78112,2306
2012,"ohio","hancock",22077,12192,671
2012,"ohio","delaware",58980,36131,1219
2012,"ohio","ottawa",10323,11214,399
2012,"ohio","noble",3498,2082,175
2012,"ohio","fairfield",40134,28831,1114
2012,"ohio","marion",13938,11933,562
2012,"ohio","knox",16873,10154,591
2012,"ohio","gallia",5912,3418,204
2012,"ohio","lawrence",14371,10454,427
2012,"ohio","hocking",6150,6010,282
2012,"ohio","allen",28802,16869,787
2012,"ohio","stark",86958,86314,3348
2012,"ohio","meigs",5782,3911,286
2012,"ohio","lake",57150,55219,1895
2012,"ohio","perry",7498,6857,318
2012,"ohio","summit",108700,147146,3543
2012,"ohio","franklin",207941,325654,8156
2012,"ohio","clinton",11740,5534,374
2012,"ohio","ashland",15225,8083,518
2012,"ohio","sandusky",13491,14035,666
2012,"ohio","fulton",11521,8790,446
2012,"ohio","darke",17745,6610,452
2012,"ohio","wood",28997,31596,1374
2012,"ohio","wyandot",6054,3962,238
2012,"ohio","vinton",2798,2382,172
2012,"ohio","trumbull",37545,59446,1712
2012,"ohio","columbiana",24778,19351,949
2012,"ohio","washington",16921,11333,544
2012,"ohio","lucas",68100,129229,3521
2012,"ohio","henry",8111,5513,313
2012,"ohio","hardin",7337,4487,323
2012,"ohio","scioto",15023,14432,568
2012,"ohio","defiance",9935,7438,371
2012,"ohio","fayette",6456,4075,146
2012,"ohio","preble",13202,6005,412
2012,"ohio","clermont",62527,29334,1531
2012,"ohio","auglaize",16802,5643,393
2012,"ohio","putnam",13563,4238,325
2012,"ohio","montgomery",121188,128983,4095
2012,"ohio","madison",10215,6700,325
2012,"ohio","huron",12821,10673,583
2012,"ohio","coshocton",8312,6841,402
2012,"ohio","seneca",13025,10962,646
2012,"ohio","licking",43604,32264,1555
2012,"ohio","highland",11032,5772,357
2012,"ohio","erie",16655,20969,638
2012,"ohio","muskingum",18826,16327,801
2012,"ohio","geauga",30104,19295,726
2012,"ohio","richland",33057,21785,1112
2012,"ohio","miami",33650,15731,900
2012,"oklahoma","muskogee",13392,9943,0
2012,"oklahoma","mcintosh",4498,2767,0
2012,"oklahoma","kiowa",2309,1101,0
2012,"oklahoma","kay",11498,4624,0
2012,"oklahoma","craig",3552,1746,0
2012,"oklahoma","atoka",3534,1241,0
2012,"oklahoma","stephens",12907,3939,0
2012,"oklahoma","pittsburg",10785,4813,0
2012,"oklahoma","oklahoma",149525,106812,0
2012,"oklahoma","garfield",15176,4732,0
2012,"oklahoma","beckham",5496,1413,0
2012,"oklahoma","woods",2725,670,0
2012,"oklahoma","nowata",2832,1244,0
2012,"oklahoma","lincoln",9542,3265,0
2012,"oklahoma","jackson",5962,1953,0
2012,"oklahoma","custer",7442,2358,0
2012,"oklahoma","major",2700,446,0
2012,"oklahoma","canadian",35615,10533,0
2012,"oklahoma","pushmataha",3087,1043,0
2012,"oklahoma","haskell",3069,1175,0
2012,"oklahoma","logan",12297,4686,0
2012,"oklahoma","blaine",2824,991,0
2012,"oklahoma","jefferson",1632,602,0
2012,"oklahoma","texas",4908,854,0
2012,"oklahoma","okfuskee",2328,1251,0
2012,"oklahoma","dewey",1769,301,0
2012,"oklahoma","creek",18964,7114,0
2012,"oklahoma","woodward",5936,1129,0
2012,"oklahoma","tulsa",144908,82633,0
2012,"oklahoma","delaware",10056,4176,0
2012,"oklahoma","alfalfa",1539,278,0
2012,"oklahoma","ottawa",6465,3508,0
2012,"oklahoma","noble",3484,1142,0
2012,"oklahoma","harper",1261,173,0
2012,"oklahoma","cleveland",59019,34701,0
2012,"oklahoma","greer",1344,488,0
2012,"oklahoma","ellis",1575,226,0
