Year,CountryAbb,CountryName,idealpoint,PctAgreeUS,PctAgreeRUSSIA
1988,PAK,Pakistan,-0.6510599,0.1052632,0.9393939
1989,PAK,Pakistan,-0.7872713,0.09649123,0.9385965
1990,PAK,Pakistan,-0.6635653,0.1428571,0.9166667
1991,PAK,Pakistan,-0.8227977,0.125,0.5633803
1992,PAK,Pakistan,-0.9653771,0.1369863,0.4383562
1993,PAK,Pakistan,-0.9790823,0.15625,0.390625
1994,PAK,Pakistan,-0.9931114,0.2794118,0.4558824
1995,PAK,Pakistan,-1.100538,0.1875,0.475
1996,PAK,Pakistan,-1.068356,0.2297297,0.5890411
1997,PAK,Pakistan,-0.9137513,0.2173913,0.6521739
1998,PAK,Pakistan,-0.850637,0.1639344,0.6
1999,PAK,Pakistan,-0.7150612,0.1911765,0.6764706
2000,PAK,Pakistan,-0.8410493,0.1230769,0.765625
2001,PAK,Pakistan,-0.8393917,0.1060606,0.7538462
2002,PAK,Pakistan,-0.5814811,0.1267606,0.7536232
2003,PAK,Pakistan,-0.4844024,0.1447368,0.7631579
2004,PAK,Pakistan,-0.5934721,0.08571429,0.7681159
2005,PAK,Pakistan,-0.6264311,0.07042254,0.7746479
2006,PAK,Pakistan,-0.5813612,0.1294118,0.8117647
2007,PAK,Pakistan,-0.5527786,0.07792208,0.7894737
2008,PAK,Pakistan,-0.6688872,0.08450704,0.7605634
2009,PAK,Pakistan,-0.5926888,0.07462687,0.6865672
2010,PAK,Pakistan,-0.7460958,0.1212121,0.7014925
2011,PAK,Pakistan,-0.7634396,0.0952381,0.7142857
2012,PAK,Pakistan,-0.9144844,0.1343284,0.6865672
1974,BNG,Bangladesh,-0.2491488,0.2028986,0.5942029
1975,BNG,Bangladesh,-0.215261,0.25,0.6617647
1976,BNG,Bangladesh,-0.2546682,0.2625,0.695122
1977,BNG,Bangladesh,-0.2339325,0.3977273,0.6404494
1978,BNG,Bangladesh,-0.1794902,0.3898305,0.5867769
1979,BNG,Bangladesh,-0.162332,0.2857143,0.625
1980,BNG,Bangladesh,-0.3034218,0.2330097,0.6893204
1981,BNG,Bangladesh,-0.1895612,0.1729323,0.7089552
1982,BNG,Bangladesh,-0.216008,0.1265823,0.7025316
1983,BNG,Bangladesh,-0.2462293,0.1643836,0.739726
1984,BNG,Bangladesh,-0.2751568,0.1192053,0.781457
1985,BNG,Bangladesh,-0.3572116,0.1466667,0.7919463
1986,BNG,Bangladesh,-0.3956762,0.1486486,0.8367347
1987,BNG,Bangladesh,-0.4646412,0.1167883,0.9275362
1988,BNG,Bangladesh,-0.5284346,0.1048387,0.9268293
1989,BNG,Bangladesh,-0.6376112,0.1089109,0.950495
1990,BNG,Bangladesh,-0.7232363,0.1428571,0.9404762
1991,BNG,Bangladesh,-0.8606135,0.1267606,0.5571429
1992,BNG,Bangladesh,-0.9328206,0.1388889,0.4583333
1993,BNG,Bangladesh,-0.7729717,0.1774194,0.4193548
1994,BNG,Bangladesh,-0.8346442,0.2769231,0.4615385
1995,BNG,Bangladesh,-0.8442495,0.2278481,0.4810127
1996,BNG,Bangladesh,-0.8428087,0.2394366,0.6142857
1997,BNG,Bangladesh,-0.8110519,0.2238806,0.641791
1998,BNG,Bangladesh,-0.7919124,0.2068966,0.5964912
1999,BNG,Bangladesh,-0.8354832,0.2058824,0.6470588
2000,BNG,Bangladesh,-0.8385351,0.2089552,0.7575758
2001,BNG,Bangladesh,-0.7814489,0.1343284,0.7575758
2002,BNG,Bangladesh,-0.8779485,0.1111111,0.7571429
2003,BNG,Bangladesh,-0.917442,0.1216216,0.7567568
2004,BNG,Bangladesh,-1.024783,0.08450704,0.7428571
2005,BNG,Bangladesh,-1.030658,0.09589041,0.739726
2006,BNG,Bangladesh,-0.972656,0.08333333,0.7857143
2007,BNG,Bangladesh,-0.9893794,0.07792208,0.7368421
2008,BNG,Bangladesh,-0.8827828,0.1126761,0.7183099
2009,BNG,Bangladesh,-0.8919456,0.09677419,0.6935484
2010,BNG,Bangladesh,-0.9469343,0.1515152,0.7462687
2011,BNG,Bangladesh,-1.010869,0.15625,0.75
2012,BNG,Bangladesh,-0.9458246,0.1911765,0.6911765
1948,MYA,Myanmar,0.2116776,0.3789474,0.3085106
1949,MYA,Myanmar,0.4342766,0.4693878,0.5510204
1950,MYA,Myanmar,0.04915501,0.5192308,0.3529412
1951,MYA,Myanmar,-0.1063056,0.24,0.64
1952,MYA,Myanmar,-0.3413273,0.2857143,0.4693878
1953,MYA,Myanmar,-0.4298134,0.32,0.8
1954,MYA,Myanmar,-0.5807385,0.1666667,0.6666667
1955,MYA,Myanmar,-0.4673264,0.1851852,0.6666667
1956,MYA,Myanmar,-0.2157725,0.5166667,0.4
1957,MYA,Myanmar,-0.4001647,0.4117647,0.7058824
1958,MYA,Myanmar,-0.355061,0.5454545,0.6363636
1959,MYA,Myanmar,-0.3227584,0.3333333,0.6481481
1960,MYA,Myanmar,-0.333946,0.3398058,0.6116505
1961,MYA,Myanmar,-0.3950254,0.2739726,0.5810811
1962,MYA,Myanmar,-0.0894448,0.3478261,0.5217391
1963,MYA,Myanmar,-0.1698982,0.3225806,0.4516129
1965,MYA,Myanmar,-0.002865859,0.225,0.65
1966,MYA,Myanmar,-0.2382317,0.2173913,0.6086957
1967,MYA,Myanmar,-0.2279775,0.1636364,0.6181818
1968,MYA,Myanmar,-0.2387391,0.2142857,0.5952381
1969,MYA,Myanmar,-0.1554583,0.2857143,0.6976744
1970,MYA,Myanmar,0.08442523,0.3709677,0.5
1971,MYA,Myanmar,-0.1850581,0.362069,0.6153846
1972,MYA,Myanmar,-0.1301209,0.2929293,0.61
1973,MYA,Myanmar,0.02385109,0.2527473,0.6043956
1974,MYA,Myanmar,0.08086531,0.2916667,0.5694444
1975,MYA,Myanmar,-0.001670811,0.2727273,0.6515152
1976,MYA,Myanmar,-0.1586913,0.2133333,0.6753247
1977,MYA,Myanmar,-0.36123,0.3,0.6703297
1978,MYA,Myanmar,-0.004237625,0.3629032,0.547619
1979,MYA,Myanmar,0.2451603,0.2727273,0.5491803
1980,MYA,Myanmar,0.3187014,0.2135922,0.5339806
1981,MYA,Myanmar,0.2197406,0.1587302,0.6299213
1982,MYA,Myanmar,0.2333993,0.1266667,0.6266667
1983,MYA,Myanmar,0.1125972,0.1276596,0.6737589
1984,MYA,Myanmar,0.03365014,0.0890411,0.7191781
1985,MYA,Myanmar,-0.149329,0.1428571,0.7328767
1986,MYA,Myanmar,-0.06018217,0.1148649,0.7823129
1987,MYA,Myanmar,-0.2130109,0.1029412,0.9117647
1988,MYA,Myanmar,-0.3255881,0.09302326,0.9296875
1989,MYA,Myanmar,-0.4129639,0.05333333,0.9466667
1990,MYA,Myanmar,-0.433277,0.1325301,0.9277108
1991,MYA,Myanmar,-0.4740046,0.1029412,0.5671642
1992,MYA,Myanmar,-0.775984,0.07142857,0.4285714
1993,MYA,Myanmar,-0.9961603,0.1016949,0.4067797
1994,MYA,Myanmar,-0.9985921,0,0
1995,MYA,Myanmar,-1.369406,0.1375,0.45
1996,MYA,Myanmar,-1.50745,0.1805556,0.5352113
1997,MYA,Myanmar,-1.485476,0.173913,0.6086957
1998,MYA,Myanmar,-1.306078,0.1803279,0.6333333
1999,MYA,Myanmar,-1.358365,0.1323529,0.6470588
2000,MYA,Myanmar,-1.392178,0.1641791,0.7424242
2001,MYA,Myanmar,-1.410708,0.1044776,0.7575758
2002,MYA,Myanmar,-1.368077,0.1111111,0.7428571
2003,MYA,Myanmar,-1.446363,0.1066667,0.7333333
2004,MYA,Myanmar,-1.386159,0.07142857,0.7536232
2005,MYA,Myanmar,-1.265335,0.09859155,0.7605634
2006,MYA,Myanmar,-1.301416,0.08235294,0.7882353
2007,MYA,Myanmar,-1.260777,0.07792208,0.7894737
2008,MYA,Myanmar,-1.321121,0.09722222,0.7361111
2009,MYA,Myanmar,-1.316944,0.09836066,0.7213115
2010,MYA,Myanmar,-1.160812,0.1230769,0.7575758
2011,MYA,Myanmar,-1.277253,0.1764706,0.7254902
2012,MYA,Myanmar,-1.124314,0.1833333,0.7
1955,SRI,Sri Lanka,-0.1775686,0.2,0
1956,SRI,Sri Lanka,-0.2087817,0.5,0.4
1957,SRI,Sri Lanka,-0.3217841,0.4411765,0.6470588
1958,SRI,Sri Lanka,-0.447352,0.4848485,0.6363636
1959,SRI,Sri Lanka,-0.2617104,0.3703704,0.6111111
1960,SRI,Sri Lanka,-0.6242664,0.3009709,0.7281553
1961,SRI,Sri Lanka,-0.6376109,0.3055556,0.5890411
1962,SRI,Sri Lanka,-0.1740895,0.3478261,0.4565217
1963,SRI,Sri Lanka,-0.2650282,0.4193548,0.516129
1965,SRI,Sri Lanka,0.206765,0.3714286,0.6285714
1966,SRI,Sri Lanka,-0.1894625,0.2765957,0.5744681
1967,SRI,Sri Lanka,-0.3758365,0.1785714,0.6964286
1968,SRI,Sri Lanka,-0.2543415,0.1764706,0.5490196
1969,SRI,Sri Lanka,-0.4236019,0.3125,0.6666667
1970,SRI,Sri Lanka,-0.5407265,0.2181818,0.7272727
1971,SRI,Sri Lanka,-0.6555883,0.3333333,0.6914894
1972,SRI,Sri Lanka,-0.3788235,0.3402062,0.6020408
1973,SRI,Sri Lanka,-0.2421138,0.2716049,0.6296296
1974,SRI,Sri Lanka,-0.1709048,0.2957746,0.6901408
1975,SRI,Sri Lanka,-0.2210426,0.2753623,0.6956522
1976,SRI,Sri Lanka,-0.3333606,0.202381,0.7325581
1977,SRI,Sri Lanka,-0.3228194,0.3614458,0.6190476
1978,SRI,Sri Lanka,-0.2646292,0.3571429,0.6491228
1979,SRI,Sri Lanka,-0.2461085,0.2627119,0.6470588
1980,SRI,Sri Lanka,-0.2165062,0.1894737,0.7157895
1981,SRI,Sri Lanka,-0.2876177,0.1615385,0.7175573
1982,SRI,Sri Lanka,-0.2647223,0.1210191,0.7197452
1983,SRI,Sri Lanka,-0.2524091,0.1351351,0.7364865
1984,SRI,Sri Lanka,-0.2882664,0.09333333,0.7866667
1985,SRI,Sri Lanka,-0.3503913,0.1513158,0.7682119
1986,SRI,Sri Lanka,-0.4356315,0.1192053,0.8266667
1987,SRI,Sri Lanka,-0.5555065,0.08759124,0.9130435
1988,SRI,Sri Lanka,-0.56923,0.08333333,0.9541985
1989,SRI,Sri Lanka,-0.6185832,0.07964602,0.9469027
1990,SRI,Sri Lanka,-0.6537769,0.1566265,0.9638554
1991,SRI,Sri Lanka,-0.8140111,0.125,0.5633803
1992,SRI,Sri Lanka,-0.9541868,0.109589,0.4520548
1993,SRI,Sri Lanka,-0.9539578,0.140625,0.390625
1994,SRI,Sri Lanka,-1.052337,0.2238806,0.4179104
1995,SRI,Sri Lanka,-1.081964,0.1851852,0.4691358
1996,SRI,Sri Lanka,-0.9709851,0.2328767,0.5972222
1997,SRI,Sri Lanka,-0.8936123,0.2028986,0.6376812
1998,SRI,Sri Lanka,-0.86881,0.1803279,0.6166667
1999,SRI,Sri Lanka,-0.8597425,0.2089552,0.641791
2000,SRI,Sri Lanka,-0.8570226,0.2089552,0.7575758
2001,SRI,Sri Lanka,-0.8597328,0.1343284,0.7727273
2002,SRI,Sri Lanka,-0.8151302,0.1111111,0.7285714
2003,SRI,Sri Lanka,-0.697455,0.1578947,0.7763158
2004,SRI,Sri Lanka,-0.7033314,0.09859155,0.7857143
2005,SRI,Sri Lanka,-0.5819526,0.09589041,0.7123288
2006,SRI,Sri Lanka,-0.6968525,0.1034483,0.7471264
2007,SRI,Sri Lanka,-0.6592498,0.06493506,0.7236842
2008,SRI,Sri Lanka,-0.835602,0.06944444,0.75
2009,SRI,Sri Lanka,-0.8959516,0.1044776,0.7313433
2010,SRI,Sri Lanka,-0.9528062,0.125,0.7692308
2011,SRI,Sri Lanka,-0.9686941,0.1692308,0.7692308
2012,SRI,Sri Lanka,-0.949765,0.1617647,0.6911765
1965,MAD,Maldives,0.3800581,0.2758621,0.5862069
1966,MAD,Maldives,0.6764196,0.5,0.4047619
1967,MAD,Maldives,0.4466693,0.2647059,0.5588235
1968,MAD,Maldives,0.6846453,0.38,0.32
1969,MAD,Maldives,0.4364129,0.3902439,0.5714286
1972,MAD,Maldives,0.1241291,0.4035088,0.6140351
1975,MAD,Maldives,0.01737541,0.125,0.75
1976,MAD,Maldives,-0.2240132,0.2125,0.7073171
1977,MAD,Maldives,-0.1562512,0.3820225,0.6444444
1978,MAD,Maldives,-0.1810069,0.3951613,0.5873016
1979,MAD,Maldives,-0.09639463,0.3083333,0.6363636
1980,MAD,Maldives,-0.3570891,0.2156863,0.6862745
1981,MAD,Maldives,-0.2801763,0.1782946,0.7384615
1982,MAD,Maldives,-0.3070511,0.1118421,0.7368421
1983,MAD,Maldives,-0.3493686,0.1292517,0.755102
1984,MAD,Maldives,-0.469608,0.08609272,0.7880795
1985,MAD,Maldives,-0.5606613,0.1208054,0.777027
1986,MAD,Maldives,-0.8021293,0.09333333,0.8590604
1987,MAD,Maldives,-0.9681035,0.07407407,0.8978102
1988,MAD,Maldives,-0.9502698,0.08461538,0.9224806
1989,MAD,Maldives,-0.9057542,0.09821429,0.9553571
1990,MAD,Maldives,-0.8895778,0.1428571,0.9404762
1991,MAD,Maldives,-0.8533055,0.1388889,0.5774648
1992,MAD,Maldives,-0.7403109,0.1643836,0.4794521
1993,MAD,Maldives,-0.7014169,0.1746032,0.4126984
1994,MAD,Maldives,-0.6109179,0.2941176,0.4705882
1995,MAD,Maldives,-0.5830716,0.2307692,0.5
1996,MAD,Maldives,-0.5559508,0.2816901,0.6428571
1997,MAD,Maldives,-0.5493955,0.238806,0.6716418
1998,MAD,Maldives,-0.4773807,0.1896552,0.6140351
1999,MAD,Maldives,-0.4541386,0.2307692,0.6923077
2000,MAD,Maldives,-0.5423444,0.21875,0.7301587
2001,MAD,Maldives,-0.5361865,0.171875,0.7619048
2002,MAD,Maldives,-0.5208378,0.1449275,0.7164179
2003,MAD,Maldives,-0.6272969,0.1486486,0.7837838
2004,MAD,Maldives,-0.6826456,0.08695652,0.7352941
2005,MAD,Maldives,-0.8222049,0.109589,0.739726
2006,MAD,Maldives,-0.6460121,0.1111111,0.7530864
2007,MAD,Maldives,-0.7219237,0.08108108,0.7260274
2008,MAD,Maldives,-0.6174245,0.115942,0.6956522
2009,MAD,Maldives,-0.4407038,0.1363636,0.6818182
2010,MAD,Maldives,-0.4465315,0.1666667,0.7272727
2011,MAD,Maldives,-0.413927,0.2615385,0.7076923
2012,MAD,Maldives,-0.5665326,0.1764706,0.6617647
1956,NEP,Nepal,-0.06440446,0.5666667,0.3833333
1957,NEP,Nepal,-0.1313272,0.3529412,0.5588235
1958,NEP,Nepal,-0.1941653,0.5172414,0.6896552
1959,NEP,Nepal,-0.5351665,0.16,0.8
1960,NEP,Nepal,-0.3724894,0.3106796,0.631068
1961,NEP,Nepal,-0.4227832,0.260274,0.5675676
1962,NEP,Nepal,-0.05035104,0.3181818,0.4318182
1963,NEP,Nepal,-0.002530864,0.3666667,0.4333333
1965,NEP,Nepal,-0.09346878,0.2631579,0.7105263
1966,NEP,Nepal,-0.2518009,0.2553191,0.5531915
1967,NEP,Nepal,-0.1057903,0.2545455,0.6363636
1968,NEP,Nepal,-0.2369641,0.244898,0.5306122
1969,NEP,Nepal,-0.1703885,0.3,0.5365854
1970,NEP,Nepal,0.004352846,0.2881356,0.4745763
1971,NEP,Nepal,0.136843,0.387931,0.5641026
1972,NEP,Nepal,0.3787384,0.4479167,0.5979381
1973,NEP,Nepal,0.2989824,0.2906977,0.5813953
1974,NEP,Nepal,0.3885879,0.3188406,0.6231884
1975,NEP,Nepal,0.2795223,0.2647059,0.6029412
1976,NEP,Nepal,0.1542637,0.2261905,0.6860465
1977,NEP,Nepal,0.07534947,0.3555556,0.6263736
1978,NEP,Nepal,0.3760991,0.3951613,0.4920635
1979,NEP,Nepal,0.2337655,0.2727273,0.5819672
1980,NEP,Nepal,0.1040976,0.2330097,0.6116505
1981,NEP,Nepal,0.0960738,0.1729323,0.6716418
1982,NEP,Nepal,-0.09238552,0.1265823,0.6962025
1983,NEP,Nepal,-0.1405291,0.1428571,0.7142857
1984,NEP,Nepal,-0.1649041,0.1073826,0.7651007
1985,NEP,Nepal,-0.1352388,0.16,0.7315436
1986,NEP,Nepal,-0.2253491,0.1192053,0.8066667
1987,NEP,Nepal,-0.2705635,0.1071429,0.893617
1988,NEP,Nepal,-0.2963561,0.08333333,0.9389313
1989,NEP,Nepal,-0.4405411,0.08849558,0.9557522
1990,NEP,Nepal,-0.3690719,0.1566265,0.9277108
1991,NEP,Nepal,-0.5085241,0.1549296,0.6
1992,NEP,Nepal,-0.4724654,0.1971831,0.5211268
1993,NEP,Nepal,-0.3562219,0.203125,0.484375
1994,NEP,Nepal,-0.4976215,0.2835821,0.4776119
1995,NEP,Nepal,-0.4920854,0.2179487,0.525641
1996,NEP,Nepal,-0.6028718,0.2297297,0.5616438
1997,NEP,Nepal,-0.6725779,0.2153846,0.6461538
1998,NEP,Nepal,-0.606884,0.1666667,0.6
1999,NEP,Nepal,-0.7677117,0.1791045,0.641791
2000,NEP,Nepal,-0.7088885,0.1969697,0.7272727
2001,NEP,Nepal,-0.7306359,0.1363636,0.7575758
2002,NEP,Nepal,-0.7660776,0.1206897,0.754386
2003,NEP,Nepal,-0.605332,0.1333333,0.76
2004,NEP,Nepal,-0.6672644,0.1014493,0.7647059
2005,NEP,Nepal,-0.5286305,0.08333333,0.6944444
2006,NEP,Nepal,-0.4522772,0.08333333,0.7380952
2007,NEP,Nepal,-0.4831978,0.06578947,0.72
2008,NEP,Nepal,-0.5037326,0.08450704,0.6901408
2009,NEP,Nepal,-0.555465,0.1060606,0.6818182
2010,NEP,Nepal,-0.5739511,0.1363636,0.7313433
2011,NEP,Nepal,-0.7413833,0.171875,0.734375
2012,NEP,Nepal,-0.6611857,0.1641791,0.7164179
1947,THI,Thailand,0.7779866,0.4117647,0.3529412
1948,THI,Thailand,0.9053252,0.5164835,0.1777778
1949,THI,Thailand,0.9231244,0.5,0.1451613
1950,THI,Thailand,1.169705,0.8301887,0.1923077
1951,THI,Thailand,1.083557,0.52,0.24
1952,THI,Thailand,1.013351,0.6326531,0.2857143
1953,THI,Thailand,0.6609832,0.44,0.72
1954,THI,Thailand,0.5548915,0.4,0.5
1955,THI,Thailand,0.6139765,0.5555556,0.5185185
1956,THI,Thailand,0.8226782,0.85,0.25
1957,THI,Thailand,0.7772679,0.7575758,0.3333333
1958,THI,Thailand,0.9405446,0.9393939,0.3636364
1959,THI,Thailand,1.061029,0.7407407,0.2592593
1960,THI,Thailand,1.00211,0.7087379,0.2718447
1961,THI,Thailand,0.7847667,0.5753425,0.2297297
1962,THI,Thailand,0.6536396,0.5,0.2826087
1963,THI,Thailand,0.7769992,0.6,0.3666667
1965,THI,Thailand,0.7431193,0.525,0.5
1966,THI,Thailand,0.7420179,0.52,0.44
1967,THI,Thailand,0.5119624,0.4385965,0.4736842
1968,THI,Thailand,0.5804898,0.4313725,0.2941176
1969,THI,Thailand,0.53447,0.452381,0.4418605
1970,THI,Thailand,0.6358693,0.4769231,0.3692308
1971,THI,Thailand,0.4858587,0.5258621,0.5299145
1972,THI,Thailand,0.4578243,0.4242424,0.5252525
1973,THI,Thailand,0.302435,0.3068182,0.5795455
1974,THI,Thailand,0.3587577,0.4109589,0.6164384
1975,THI,Thailand,0.2540573,0.2753623,0.6231884
1976,THI,Thailand,-0.009497915,0.2235294,0.7011494
1977,THI,Thailand,0.08404619,0.3555556,0.6043956
1978,THI,Thailand,0.09902669,0.4033613,0.5454545
1979,THI,Thailand,0.1711239,0.3083333,0.5785124
1980,THI,Thailand,0.1844982,0.2574257,0.5940594
1981,THI,Thailand,-0.1354008,0.1769231,0.7328244
1982,THI,Thailand,-0.1168131,0.1410256,0.6987179
1983,THI,Thailand,-0.1651393,0.1575342,0.7260274
1984,THI,Thailand,-0.2405372,0.1013514,0.7837838
1985,THI,Thailand,-0.2088803,0.1689189,0.755102
1986,THI,Thailand,-0.2786996,0.1448276,0.8125
1987,THI,Thailand,-0.341734,0.1185185,0.9338235
1988,THI,Thailand,-0.3918111,0.09448819,0.952381
1989,THI,Thailand,-0.4014817,0.09345794,0.953271
1990,THI,Thailand,-0.465641,0.1463415,0.9390244
1991,THI,Thailand,-0.5729654,0.1527778,0.5915493
1992,THI,Thailand,-0.6114348,0.1388889,0.4861111
1993,THI,Thailand,-0.698038,0.125,0.421875
1994,THI,Thailand,-0.714082,0.2537313,0.4925373
1995,THI,Thailand,-0.762901,0.2098765,0.4938272
1996,THI,Thailand,-0.6403389,0.25,0.6056338
1997,THI,Thailand,-0.6265309,0.2173913,0.6666667
1998,THI,Thailand,-0.5568609,0.2131148,0.65
1999,THI,Thailand,-0.5453566,0.1911765,0.6764706
2000,THI,Thailand,-0.3736623,0.2089552,0.6969697
2001,THI,Thailand,-0.4530669,0.1343284,0.7424242
2002,THI,Thailand,-0.4046949,0.1111111,0.7428571
2003,THI,Thailand,-0.2986785,0.1315789,0.7763158
2004,THI,Thailand,-0.1941634,0.09859155,0.7857143
2005,THI,Thailand,-0.331225,0.09589041,0.7671233
2006,THI,Thailand,-0.2777196,0.09195402,0.7816092
2007,THI,Thailand,-0.2591303,0.06493506,0.7368421
2008,THI,Thailand,-0.2643087,0.08450704,0.7042254
2009,THI,Thailand,-0.4634332,0.1044776,0.7014925
2010,THI,Thailand,-0.5315209,0.1212121,0.7313433
2011,THI,Thailand,-0.4876261,0.2153846,0.7384615
2012,THI,Thailand,-0.4994914,0.1764706,0.6911765
1956,CAM,Cambodia,0.1262407,0.5833333,0.25
1957,CAM,Cambodia,0.1343508,0.3529412,0.3529412
1958,CAM,Cambodia,-0.04396503,0.53125,0.5
1959,CAM,Cambodia,0.1757634,0.3773585,0.5283019
1960,CAM,Cambodia,-0.05642697,0.2772277,0.4653465
1961,CAM,Cambodia,-0.364708,0.2083333,0.5753425
1962,CAM,Cambodia,-0.2634026,0.2826087,0.5652174
1963,CAM,Cambodia,-0.4101657,0.3870968,0.5483871
1965,CAM,Cambodia,-0.2726415,0,1
1966,CAM,Cambodia,-1.149874,0.1875,0.84375
1967,CAM,Cambodia,-1.088654,0.1428571,0.9047619
1968,CAM,Cambodia,-1.241994,0.1428571,0.6428571
1969,CAM,Cambodia,-1.2799,0.2222222,0.8518519
1970,CAM,Cambodia,0.1268447,0.5111111,0.3777778
1971,CAM,Cambodia,0.5649234,0.6235294,0.4941176
1972,CAM,Cambodia,0.4193459,0.4494382,0.5795455
1973,CAM,Cambodia,0.6475432,0.3472222,0.5277778
1974,CAM,Cambodia,0.3833464,0.3802817,0.6478873
1975,CAM,Cambodia,0.05595526,0.04347826,1
1976,CAM,Cambodia,-0.1881326,0.03703704,0.9259259
1978,CAM,Cambodia,-0.1283996,0.1666667,0.8695652
1979,CAM,Cambodia,-0.1623419,0.2439024,0.7710843
1980,CAM,Cambodia,-0.06211765,0.2236842,0.7368421
1981,CAM,Cambodia,-0.09010411,0.1962617,0.6944444
1982,CAM,Cambodia,-0.08009906,0.1470588,0.7132353
1983,CAM,Cambodia,-0.1041426,0.1782946,0.7209302
1984,CAM,Cambodia,-0.1779377,0.1230769,0.7692308
1985,CAM,Cambodia,-0.122169,0.1544118,0.762963
1986,CAM,Cambodia,-0.2145355,0.192,0.864
1987,CAM,Cambodia,-0.3329178,0.122807,0.9396552
1988,CAM,Cambodia,-0.4912276,0.0754717,0.9716981
1989,CAM,Cambodia,-0.5608206,0.09615385,0.9711538
1991,CAM,Cambodia,-0.2071074,0.1724138,0.6896552
1992,CAM,Cambodia,-0.2171361,,
1993,CAM,Cambodia,-0.53089,0.1777778,0.4666667
1994,CAM,Cambodia,-0.2784028,0.375,0.5892857
1995,CAM,Cambodia,-0.1908134,0.3571429,0.5892857
1996,CAM,Cambodia,-0.1926511,0.2676056,0.6285714
1999,CAM,Cambodia,-0.5676095,0.140625,0.625
2000,CAM,Cambodia,-0.6866928,0.21875,0.75
2001,CAM,Cambodia,-0.7446217,0.109375,0.7619048
2002,CAM,Cambodia,-0.7504118,0.1,0.75
2003,CAM,Cambodia,-0.7009936,0.1315789,0.7631579
2004,CAM,Cambodia,-0.6798265,0.05882353,0.7761194
2005,CAM,Cambodia,-0.7261139,0.09230769,0.7538462
2006,CAM,Cambodia,-0.8156187,0.0625,0.775
2007,CAM,Cambodia,-0.7020195,0.06849315,0.75
2008,CAM,Cambodia,-0.7112962,0.07142857,0.7285714
2009,CAM,Cambodia,-0.6817295,0.1176471,0.6470588
2010,CAM,Cambodia,-0.7726681,0.1111111,0.75
2011,CAM,Cambodia,-0.7965586,0.1355932,0.7288136
2012,CAM,Cambodia,-0.7428693,0.1641791,0.7164179
1956,LAO,Laos,0.7844571,0.6603774,0.2075472
1957,LAO,Laos,0.739672,0.6470588,0.2941176
1958,LAO,Laos,0.8044785,0.7272727,0.3939394
1959,LAO,Laos,1.156647,0.7234043,0.1702128
1960,LAO,Laos,0.5495017,0.4653465,0.2970297
1961,LAO,Laos,0.4383789,0.5,0.2238806
1962,LAO,Laos,0.1245302,0.275,0.525
1963,LAO,Laos,0.03025568,0.3913043,0.5217391
1965,LAO,Laos,0.3893752,0.5,0.5909091
1966,LAO,Laos,0.6565591,0.5588235,0.3235294
1967,LAO,Laos,0.3967815,0.3695652,0.5652174
1968,LAO,Laos,0.4679111,0.3333333,0.372549
1969,LAO,Laos,0.4301294,0.3846154,0.5128205
1970,LAO,Laos,0.3033797,0.3207547,0.4716981
1971,LAO,Laos,0.4279257,0.4835165,0.3369565
1972,LAO,Laos,0.6866424,0.494382,0.4888889
1973,LAO,Laos,0.4334407,0.3285714,0.5714286
1974,LAO,Laos,0.543225,0.3571429,0.5285714
1975,LAO,Laos,-0.08159159,0.2463768,0.7391304
1976,LAO,Laos,-0.2891056,0.2235294,0.7586207
1977,LAO,Laos,-0.3665,0.308642,0.7195122
1978,LAO,Laos,-0.6200842,0.255102,0.8019802
1979,LAO,Laos,-0.8461883,0.1428571,0.8686869
1980,LAO,Laos,-1.378503,0.1011236,0.9775281
1981,LAO,Laos,-1.711406,0.06722689,0.975
1982,LAO,Laos,-1.780081,0.07801418,0.964539
1983,LAO,Laos,-1.786585,0.06766917,0.9774436
1984,LAO,Laos,-1.794347,0.04794521,0.9520548
1985,LAO,Laos,-1.836002,0.05797101,0.9854015
1986,LAO,Laos,-1.754338,0.04861111,0.9375
1987,LAO,Laos,-1.598102,0.06766917,1
1988,LAO,Laos,-1.363628,0.06818182,0.9924242
1989,LAO,Laos,-1.222109,0.07272727,1
1990,LAO,Laos,-1.137543,0.1219512,0.9512195
1991,LAO,Laos,-1.047297,0.08450704,0.5070423
1992,LAO,Laos,-1.063075,0.1,0.4142857
1993,LAO,Laos,-1.109502,0.1016949,0.3389831
1994,LAO,Laos,-1.223974,0.125,0.4107143
1995,LAO,Laos,-1.187948,0.1527778,0.4861111
1996,LAO,Laos,-1.141858,0.1428571,0.5645161
1997,LAO,Laos,-1.2263,0.09836066,0.5737705
1998,LAO,Laos,-1.198846,0.09433962,0.6346154
1999,LAO,Laos,-1.204518,0.09677419,0.6290323
2000,LAO,Laos,-1.210381,0.1428571,0.7258065
2001,LAO,Laos,-1.258027,0.05,0.7333333
2002,LAO,Laos,-1.201813,0.04918033,0.779661
2003,LAO,Laos,-0.9491771,0.1014493,0.7681159
2004,LAO,Laos,-0.921591,0.02985075,0.7575758
2005,LAO,Laos,-0.8126566,0.05882353,0.75
2006,LAO,Laos,-0.8518531,0.05194805,0.8051948
2007,LAO,Laos,-0.8681621,0.04166667,0.7464789
2008,LAO,Laos,-0.8619875,0.04545455,0.7424242
2009,LAO,Laos,-0.8921528,0.06451613,0.7580645
2010,LAO,Laos,-0.8831971,0.09375,0.7384615
