"","caseid","gaytherm"
"32695",899,50
"32696",503,41
"32697",665,86
"32698",958,50
"32699",349,91
"32700",442,59
"32701",746,30
"32702",724,1
"32703",902,92
"32704",950,50
"32705",666,51
"32706",858,30
"32707",849,50
"32708",915,70
"32709",800,100
"32710",753,NA
"32711",544,71
"32712",209,100
"32713",723,12
"32714",406,52
"32715",94,62
"32716",334,68
"32717",105,90
"32718",493,21
"32719",739,92
"32720",94,95
"32721",175,50
"32722",961,50
"32723",252,50
"32724",905,94
"32725",215,100
"32726",179,99
"32727",122,50
"32728",639,4
"32729",965,60
"32730",231,81
"32731",350,51
"32732",616,51
"32733",429,61
"32734",627,53
"32735",282,69
"32736",734,100
"32737",843,4
"32738",711,80
"32739",722,50
"32740",145,78
"32741",308,50
"32742",263,89
"32743",484,89
"32744",10,53
"32745",284,61
"32746",488,20
"32747",598,66
"32748",760,79
"32749",577,24
"32750",482,50
"32751",62,50
"32752",276,100
"32753",387,NA
"32754",875,91
"32755",624,81
"32756",554,100
"32757",535,97
"32758",131,53
"32759",184,NA
"32760",608,50
"32761",64,92
"32762",623,47
"32763",983,66
"32764",366,50
"32765",587,40
"32766",855,90
"32767",289,75
"32768",273,81
"32769",136,41
"32770",806,50
"32771",113,50
"32772",70,2
"32773",224,50
"32774",954,NA
"32775",786,86
"32776",570,16
"32777",5,31
"32778",631,NA
"32779",242,15
"32780",183,100
"32781",669,5
"32782",210,85
"32783",504,100
"32784",975,NA
"32785",378,61
"32786",91,48
"32787",487,1
"32788",561,31
"32789",839,5
"32790",501,50
"32791",481,70
"32792",238,51
"32793",251,100
"32794",527,78
"32795",816,NA
"32796",132,53
"32797",517,67
"32798",649,NA
"32799",280,80
"32800",201,99
"32801",980,99
"32802",792,10
"32803",485,79
"32804",862,54
"32805",261,91
"32806",888,7
"32807",588,11
"32808",835,12
"32809",39,10
"32810",807,35
"32811",206,50
"32812",262,89
"32813",641,100
"32814",889,50
"32815",802,52
"32816",321,31
"32817",153,91
"32818",146,47
"32819",430,7
"32820",36,84
"32821",725,NA
"32822",605,92
"32823",574,81
"32824",374,100
"32825",230,71
"32826",40,72
"32827",990,91
"32828",134,71
"32829",406,3
"32830",662,11
"32831",778,57
"32832",188,52
"32833",791,57
"32834",305,80
"32835",203,30
"32836",249,70
"32837",188,52
"32838",167,3
"32839",65,60
"32840",45,50
"32841",634,50
"32842",647,72
"32843",269,52
"32844",667,35
"32845",997,7
"32846",198,60
"32847",168,100
"32848",23,100
"32849",968,94
"32850",513,88
"32851",263,72
"32852",641,80
"32853",733,5
"32854",240,50
"32855",796,81
"32856",174,80
"32857",430,50
"32858",73,3
"32859",214,50
"32860",694,NA
"32861",693,NA
"32862",993,100
"32863",144,28
"32864",255,4
"32865",867,85
"32866",169,60
"32867",573,1
"32868",23,50
"32869",305,90
"32870",26,51
"32871",458,NA
"32872",834,100
"32873",709,NA
"32874",761,51
"32875",312,42
"32876",70,100
"32877",576,100
"32878",398,40
"32879",667,2
"32880",550,91
"32881",653,NA
"32882",807,50
"32883",295,50
"32884",323,50
"32885",342,100
"32886",884,75
"32887",957,66
"32888",748,80
"32889",124,47
"32890",179,4
"32891",630,53
"32892",604,52
"32893",395,NA
"32894",280,100
"32895",266,80
"32896",280,52
"32897",232,92
"32898",116,97
"32899",926,29
"32900",924,91
"32901",78,55
"32902",623,100
"32903",387,70
"32904",50,71
"32905",247,50
"32906",970,51
"32907",49,50
"32908",746,99
"32909",472,51
"32910",716,2
"32911",75,NA
"32912",460,NA
"32913",42,50
"32914",41,83
"32915",243,98
"32916",714,55
"32917",623,77
"32918",311,42
"32919",541,79
"32920",413,50
"32921",124,100
"32922",688,50
"32923",384,40
"32924",549,51
"32925",985,100
"32926",448,51
"32927",569,96
"32928",460,89
"32929",621,29
"32930",217,100
"32931",744,3
"32932",795,50
"32933",32,62
"32934",58,68
"32935",251,56
"32936",37,NA
"32937",331,NA
"32938",707,NA
"32939",240,5
"32940",107,60
"32941",317,40
"32942",366,71
"32943",279,91
"32944",577,91
"32945",304,99
"32946",862,53
"32947",750,83
"32948",511,87
"32949",658,50
"32950",146,50
"32951",7,52
"32952",616,5
"32953",74,70
"32954",417,1
"32955",787,13
"32956",417,0
"32957",890,1
"32958",316,NA
"32959",178,100
"32960",451,51
"32961",214,7
"32962",527,61
"32963",449,66
"32964",788,99
"32965",319,NA
"32966",8,50
"32967",903,8
"32968",545,51
"32969",848,94
"32970",933,95
"32971",241,80
"32972",207,100
"32973",432,49
"32974",362,100
"32975",441,70
"32976",820,100
"32977",456,96
"32978",650,10
"32979",130,20
"32980",112,10
"32981",440,100
"32982",522,71
"32983",799,61
"32984",765,61
"32985",592,76
"32986",779,52
"32987",656,100
"32988",672,86
"32989",641,50
"32990",23,49
"32991",144,42
"32992",277,NA
"32993",543,88
"32994",458,50
"32995",434,85
"32996",869,97
"32997",981,56
"32998",763,36
"32999",189,75
"33000",976,1
"33001",161,NA
"33002",553,1
"33003",232,61
"33004",371,84
"33005",684,62
"33006",301,76
"33007",991,61
"33008",567,60
"33009",446,60
"33010",664,100
"33011",612,60
"33012",486,20
"33013",736,100
"33014",223,53
"33015",297,91
"33016",160,13
"33017",469,100
"33018",193,100
"33019",813,53
"33020",597,58
"33021",669,50
"33022",46,50
"33023",997,2
"33024",527,7
"33025",138,46
"33026",219,51
"33027",104,100
"33028",932,71
"33029",177,100
"33030",6,99
"33031",6,90
"33032",754,91
"33033",231,50
"33034",765,52
"33035",426,100
"33036",956,91
"33037",557,91
"33038",582,27
"33039",315,50
"33040",917,50
"33041",283,64
"33042",119,51
"33043",161,100
"33044",746,52
"33045",913,50
"33046",728,51
"33047",990,9
"33048",568,50
"33049",664,52
"33050",190,1
"33051",581,51
"33052",547,50
"33053",862,50
"33054",913,100
"33055",176,95
"33056",281,45
"33057",771,72
"33058",777,NA
"33059",757,53
"33060",8,64
"33061",870,3
"33062",862,92
"33063",232,50
"33064",479,81
"33065",406,7
"33066",663,47
"33067",768,80
"33068",734,100
"33069",782,47
"33070",98,75
"33071",605,50
"33072",85,79
"33073",456,52
"33074",892,50
"33075",711,23
"33076",283,50
"33077",48,100
"33078",628,0
"33079",54,92
"33080",16,6
"33081",126,55
"33082",220,16
"33083",263,5
"33084",482,79
"33085",661,52
"33086",689,3
"33087",581,30
"33088",880,100
"33089",667,85
"33090",177,61
"33091",892,50
"33092",574,100
"33093",795,72
"33094",239,99
"33095",793,81
"33096",1,100
"33097",722,51
"33098",534,40
"33099",225,42
"33100",796,100
"33101",760,6
"33102",813,100
"33103",58,3
"33104",285,94
"33105",685,94
"33106",358,59
"33107",204,52
"33108",288,72
"33109",961,50
"33110",442,50
"33111",537,70
"33112",347,NA
"33113",48,99
"33114",919,40
"33115",446,50
"33116",740,50
"33117",90,100
"33118",296,50
"33119",885,85
"33120",871,86
"33121",765,21
"33122",579,NA
"33123",562,83
"33124",26,14
"33125",215,53
"33126",867,75
"33127",665,70
"33128",480,61
"33129",771,50
"33130",12,60
"33131",219,30
"33132",626,79
"33133",771,61
"33134",486,87
"33135",6,45
"33136",194,52
"33137",86,55
"33138",129,3
"33139",657,3
"33140",257,54
"33141",418,100
"33142",779,100
"33143",524,99
"33144",367,11
"33145",442,73
"33146",112,61
"33147",908,97
"33148",257,20
"33149",786,55
"33150",896,100
"33151",68,80
"33152",946,74
"33153",88,50
"33154",286,50
"33155",352,4
"33156",799,8
"33157",884,NA
"33158",764,NA
"33159",343,100
"33160",738,51
"33161",869,73
"33162",741,90
"33163",606,NA
"33164",39,4
"33165",330,60
"33166",190,100
"33167",154,1
"33168",344,3
"33169",550,NA
"33170",787,50
"33171",659,54
"33172",855,76
"33173",570,72
"33174",443,81
"33175",32,50
"33176",827,93
"33177",100,77
"33178",810,1
"33179",709,70
"33180",619,69
"33181",102,10
"33182",726,93
"33183",995,50
"33184",664,84
"33185",191,73
"33186",559,100
"33187",246,80
"33188",85,80
"33189",612,50
"33190",372,83
"33191",545,35
"33192",430,61
"33193",596,NA
"33194",578,5
"33195",791,50
"33196",487,32
"33197",108,50
"33198",225,97
"33199",201,60
"33200",659,31
"33201",864,NA
"33202",477,NA
"33203",448,NA
"33204",695,76
"33205",492,58
"33206",294,50
"33207",950,70
"33208",397,50
"33209",559,91
"33210",665,90
"33211",321,NA
"33212",488,69
"33213",180,38
"33214",708,50
"33215",262,94
"33216",440,79
"33217",280,89
"33218",605,64
"33219",734,61
"33220",439,60
"33221",945,52
"33222",889,38
"33223",961,52
"33224",621,50
"33225",389,10
"33226",310,83
"33227",508,100
"33228",372,NA
"33229",580,100
"33230",447,55
"33231",438,63
"33232",137,53
"33233",505,6
"33234",737,31
"33235",370,96
"33236",707,NA
"33237",922,3
"33238",653,50
"33239",519,91
"33240",323,79
"33241",911,85
"33242",344,100
"33243",119,71
"33244",750,73
"33245",832,50
"33246",235,29
"33247",382,21
"33248",822,41
"33249",270,50
"33250",767,71
"33251",973,88
"33252",45,51
"33253",824,50
"33254",664,100
"33255",565,70
"33256",7,99
"33257",125,99
"33258",806,78
"33259",578,85
"33260",288,70
"33261",248,31
"33262",652,52
"33263",141,3
"33264",927,43
"33265",667,50
"33266",778,NA
"33267",917,50
"33268",570,68
"33269",20,44
"33270",391,88
"33271",460,71
"33272",801,89
"33273",266,51
"33274",262,61
"33275",832,99
"33276",730,NA
"33277",472,NA
"33278",762,NA
"33279",264,51
"33280",644,60
"33281",442,100
"33282",19,75
"33283",650,63
"33284",763,48
"33285",199,51
"33286",299,68
"33287",656,52
"33288",691,8
"33289",913,60
"33290",894,99
"33291",452,56
"33292",796,48
"33293",664,77
"33294",166,46
"33295",980,100
"33296",971,90
"33297",68,NA
"33298",575,53
"33299",19,100
"33300",366,94
"33301",566,66
"33302",524,NA
"33303",937,51
"33304",783,90
"33305",225,1
"33306",872,50
"33307",959,100
"33308",586,42
"33309",549,50
"33310",392,44
"33311",1,97
"33312",690,12
"33313",708,100
"33314",643,40
"33315",544,100
"33316",166,7
"33317",382,4
"33318",594,60
"33319",807,41
"33320",669,61
"33321",413,100
"33322",376,89
"33323",645,99
"33324",912,51
"33325",570,10
"33326",654,75
"33327",235,3
"33328",244,4
"33329",691,100
"33330",191,61
"33331",229,91
"33332",74,53
"33333",758,6
"33334",986,96
"33335",921,86
"33336",585,69
"33337",543,NA
"33338",774,75
"33339",432,52
"33340",593,60
"33341",874,5
"33342",419,51
"33343",521,52
"33344",100,50
"33345",985,94
"33346",698,48
"33347",613,63
"33348",187,42
"33349",657,100
"33350",704,90
"33351",787,50
"33352",747,100
"33353",891,71
"33354",85,93
"33355",212,53
"33356",753,54
"33357",549,21
"33358",645,6
"33359",652,3
"33360",755,88
"33361",15,61
"33362",521,50
"33363",567,75
"33364",288,50
"33365",889,60
"33366",642,73
"33367",986,NA
"33368",468,91
"33369",370,50
"33370",843,83
"33371",755,11
"33372",401,100
"33373",806,13
"33374",454,51
"33375",577,NA
"33376",583,38
"33377",837,7
"33378",627,69
"33379",153,100
"33380",565,50
"33381",274,71
"33382",693,50
"33383",376,100
"33384",583,99
"33385",203,60
"33386",722,51
"33387",941,44
"33388",282,50
"33389",375,50
"33390",487,100
"33391",656,46
"33392",938,62
"33393",875,94
"33394",536,40
"33395",140,13
"33396",28,NA
"33397",190,73
"33398",490,97
"33399",734,100
"33400",688,100
"33401",646,27
"33402",166,50
"33403",311,50
"33404",609,100
"33405",649,100
"33406",699,93
"33407",195,20
"33408",963,50
"33409",807,91
"33410",155,50
"33411",105,78
"33412",723,63
"33413",985,45
"33414",838,51
"33415",145,87
"33416",937,99
"33417",457,NA
"33418",495,59
"33419",730,9
"33420",71,71
"33421",326,91
"33422",851,72
"33423",531,50
"33424",145,10
"33425",667,4
"33426",722,11
"33427",211,91
"33428",130,90
"33429",505,63
"33430",679,64
"33431",308,100
"33432",131,49
"33433",555,100
"33434",720,50
"33435",103,71
"33436",267,16
"33437",273,88
"33438",832,50
"33439",557,53
"33440",790,50
"33441",516,100
"33442",550,91
"33443",363,31
"33444",278,91
"33445",823,9
"33446",661,53
"33447",260,88
"33448",184,NA
"33449",827,96
"33450",796,51
"33451",161,NA
"33452",524,11
"33453",29,96
"33454",421,10
"33455",39,4
"33456",722,100
"33457",979,50
"33458",571,75
"33459",664,6
"33460",742,5
"33461",420,77
"33462",391,NA
"33463",100,55
"33464",514,50
"33465",186,91
"33466",174,12
"33467",547,89
"33468",269,66
"33469",128,11
"33470",68,91
"33471",79,71
"33472",519,41
"33473",867,66
"33474",932,46
"33475",339,4
"33476",504,86
"33477",847,NA
"33478",426,93
"33479",134,65
"33480",35,90
"33481",172,50
"33482",426,5
"33483",863,54
"33484",761,87
"33485",300,21
"33486",639,72
"33487",669,96
"33488",364,88
"33489",158,66
"33490",688,72
"33491",384,100
"33492",60,73
"33493",690,50
"33494",846,100
"33495",253,100
"33496",809,13
"33497",696,58
"33498",913,51
"33499",797,81
"33500",652,NA
"33501",590,91
"33502",211,98
"33503",312,50
"33504",931,100
"33505",83,50
"33506",464,61
"33507",605,53
"33508",788,50
"33509",962,62
"33510",789,80
"33511",372,50
"33512",750,50
"33513",129,82
"33514",887,68
"33515",206,67
"33516",104,54
"33517",809,41
"33518",465,71
"33519",129,71
"33520",643,50
"33521",757,51
"33522",351,41
"33523",59,61
"33524",437,50
"33525",61,91
"33526",483,91
"33527",304,32
"33528",986,89
"33529",403,56
"33530",569,73
"33531",666,56
"33532",203,94
"33533",750,50
"33534",424,57
"33535",538,79
"33536",605,51
"33537",346,22
"33538",865,51
"33539",654,72
"33540",486,91
"33541",922,52
"33542",986,NA
"33543",884,50
"33544",81,50
"33545",723,53
"33546",394,41
"33547",762,65
"33548",858,94
"33549",16,51
"33550",87,40
"33551",485,47
"33552",903,42
"33553",927,51
"33554",381,51
"33555",248,NA
"33556",458,58
"33557",192,52
"33558",687,89
"33559",120,53
"33560",355,56
"33561",423,50
"33562",276,3
"33563",803,79
"33564",312,50
"33565",590,51
"33566",38,50
"33567",508,90
"33568",38,1
"33569",285,16
"33570",655,41
"33571",823,50
"33572",461,50
"33573",647,53
"33574",872,34
"33575",874,51
"33576",322,76
"33577",597,51
"33578",249,72
"33579",866,68
"33580",175,25
"33581",546,3
"33582",60,100
"33583",609,50
"33584",728,30
"33585",454,30
"33586",897,37
"33587",804,56
"33588",923,100
"33589",666,4
"33590",507,NA
"33591",500,100
"33592",769,3
"33593",167,49
"33594",978,60
"33595",725,41
"33596",778,50
"33597",266,2
"33598",41,50
"33599",757,47
"33600",731,50
"33601",3,66
"33602",293,41
"33603",543,92
"33604",120,85
"33605",841,95
"33606",136,90
"33607",549,100
"33608",106,51
"33609",747,3
"33610",80,23
"33611",170,50
"33612",287,NA
"33613",74,96
"33614",35,69
"33615",151,3
"33616",393,54
"33617",246,100
"33618",296,41
"33619",350,79
"33620",331,100
"33621",672,81
"33622",137,52
"33623",238,50
"33624",265,74
"33625",723,31
"33626",475,43
"33627",567,81
"33628",192,70
"33629",439,99
"33630",110,79
"33631",790,100
"33632",207,NA
"33633",157,45
"33634",525,70
"33635",124,52
"33636",99,96
"33637",334,60
"33638",644,9
"33639",380,55
"33640",139,85
"33641",91,30
"33642",640,69
"33643",990,47
"33644",168,31
"33645",256,51
"33646",103,50
"33647",965,16
"33648",416,61
"33649",132,50
"33650",844,50
"33651",502,23
"33652",369,51
"33653",992,100
"33654",563,44
"33655",646,75
"33656",563,NA
"33657",492,83
"33658",996,50
"33659",447,98
"33660",154,51
"33661",145,50
"33662",263,100
"33663",357,50
"33664",542,2
"33665",412,87
"33666",75,47
"33667",890,NA
"33668",416,45
"33669",531,86
"33670",119,56
"33671",138,5
"33672",836,90
"33673",468,51
"33674",289,73
"33675",592,99
"33676",789,50
"33677",87,NA
"33678",801,100
"33679",862,91
"33680",787,78
"33681",926,47
"33682",463,69
"33683",898,69
"33684",650,91
"33685",584,59
"33686",244,91
"33687",470,51
"33688",674,11
"33689",97,83
"33690",38,100
"33691",262,86
"33692",439,100
"33693",156,NA
"33694",730,1
"33695",684,50
"33696",301,63
"33697",842,NA
"33698",528,NA
"33699",219,31
"33700",283,31
"33701",668,50
"33702",929,50
"33703",189,21
"33704",111,5
"33705",998,1
"33706",142,89
"33707",19,100
"33708",192,67
"33709",852,51
"33710",406,96
"33711",502,86
"33712",630,51
"33713",681,97
"33714",401,47
"33715",328,100
"33716",383,87
"33717",768,100
"33718",285,50
"33719",464,98
"33720",728,31
"33721",636,16
"33722",64,50
"33723",330,48
"33724",557,7
"33725",442,50
"33726",173,70
"33727",927,41
"33728",246,95
"33729",694,99
"33730",71,50
"33731",217,30
"33732",563,100
"33733",767,NA
"33734",580,54
"33735",622,41
"33736",245,41
"33737",814,50
"33738",841,50
"33739",574,38
"33740",800,51
"33741",713,51
"33742",336,57
"33743",364,85
"33744",926,91
"33745",882,80
"33746",971,22
"33747",242,56
"33748",475,50
"33749",957,82
"33750",874,87
"33751",434,66
"33752",318,100
"33753",940,50
"33754",343,3
"33755",985,85
"33756",617,99
"33757",615,52
"33758",261,50
"33759",938,95
"33760",248,75
"33761",918,64
"33762",712,55
"33763",942,45
"33764",21,71
"33765",47,90
"33766",529,74
"33767",367,50
"33768",485,100
"33769",711,50
"33770",129,64
"33771",191,22
"33772",837,1
"33773",257,100
"33774",589,89
"33775",901,66
"33776",647,50
"33777",197,NA
"33778",164,39
"33779",183,NA
"33780",380,15
"33781",531,50
"33782",110,52
"33783",785,100
"33784",691,94
"33785",179,99
"33786",926,70
"33787",695,100
"33788",101,100
"33789",631,95
"33790",740,90
"33791",22,96
"33792",938,28
"33793",8,75
"33794",85,91
"33795",954,55
"33796",955,NA
"33797",125,100
"33798",550,52
"33799",80,40
"33800",423,76
"33801",523,81
"33802",668,48
"33803",585,19
"33804",251,100
"33805",71,27
"33806",839,100
"33807",11,7
"33808",504,100
"33809",884,75
"33810",65,40
"33811",767,80
"33812",717,NA
"33813",920,2
"33814",746,12
"33815",564,51
"33816",54,4
"33817",529,41
"33818",613,52
"33819",293,51
"33820",573,94
"33821",476,42
"33822",934,50
"33823",558,100
"33824",685,90
"33825",483,100
"33826",679,86
"33827",987,75
"33828",806,100
"33829",719,41
"33830",91,41
"33831",519,100
"33832",574,NA
"33833",533,56
"33834",990,97
"33835",949,84
"33836",260,NA
"33837",678,99
"33838",79,96
"33839",979,41
"33840",861,94
"33841",440,3
"33842",485,50
"33843",137,51
"33844",426,100
"33845",729,8
"33846",731,3
"33847",54,91
"33848",467,61
"33849",127,60
"33850",556,75
"33851",231,50
"33852",149,2
"33853",88,51
"33854",124,71
"33855",852,50
"33856",887,NA
"33857",842,70
"33858",40,3
"33859",421,NA
"33860",4,50
"33861",989,97
"33862",423,20
"33863",41,55
"33864",31,76
"33865",185,85
"33866",367,52
"33867",413,NA
"33868",279,50
"33869",292,88
"33870",811,NA
"33871",880,50
"33872",496,NA
"33873",391,71
"33874",537,5
"33875",923,52
"33876",92,72
"33877",670,91
"33878",874,62
"33879",380,1
"33880",309,53
"33881",824,NA
"33882",277,95
"33883",394,94
"33884",249,91
"33885",738,70
"33886",617,50
"33887",322,48
"33888",462,6
"33889",158,57
"33890",260,36
"33891",836,31
"33892",390,100
"33893",565,27
"33894",767,71
"33895",71,50
"33896",125,90
"33897",917,13
"33898",108,50
"33899",126,57
"33900",178,47
"33901",953,90
"33902",110,70
"33903",477,100
"33904",277,22
"33905",365,6
"33906",31,83
"33907",454,71
"33908",178,2
"33909",349,92
"33910",675,52
"33911",568,80
"33912",808,1
"33913",456,73
"33914",682,1
"33915",619,50
"33916",532,50
"33917",392,70
"33918",561,20
"33919",178,100
"33920",684,73
"33921",981,1
"33922",795,36
"33923",729,70
"33924",859,100
"33925",296,60
"33926",571,NA
"33927",658,4
"33928",231,100
"33929",610,60
"33930",169,50
"33931",955,50
"33932",688,50
"33933",52,76
"33934",499,92
"33935",933,75
"33936",646,73
"33937",669,52
"33938",323,42
"33939",118,33
"33940",317,71
"33941",816,3
"33942",222,NA
"33943",492,72
"33944",208,53
"33945",995,53
"33946",702,70
"33947",244,100
"33948",286,59
"33949",469,6
"33950",402,8
"33951",809,37
"33952",763,43
"33953",875,51
"33954",401,6
"33955",74,70
"33956",103,71
"33957",171,80
"33958",25,71
"33959",437,100
"33960",994,29
"33961",188,72
"33962",337,65
"33963",88,100
"33964",563,13
"33965",155,59
"33966",756,50
"33967",794,70
"33968",50,45
"33969",633,70
"33970",498,4
"33971",961,9
"33972",855,NA
"33973",228,50
"33974",493,40
"33975",984,75
"33976",576,44
"33977",883,49
"33978",348,81
"33979",39,16
"33980",685,88
"33981",605,53
"33982",947,70
"33983",230,47
"33984",816,100
"33985",720,100
"33986",48,91
"33987",707,NA
"33988",665,50
"33989",99,50
"33990",274,75
"33991",16,76
"33992",724,97
"33993",677,100
"33994",144,62
"33995",637,50
"33996",242,92
"33997",80,6
"33998",863,6
"33999",47,100
"34000",834,100
"34001",11,87
"34002",182,8
"34003",35,58
"34004",293,19
"34005",959,76
"34006",654,88
"34007",686,NA
"34008",735,1
"34009",95,99
"34010",216,31
"34011",226,41
"34012",210,50
"34013",956,NA
"34014",211,30
"34015",520,87
"34016",89,46
"34017",287,73
"34018",771,51
"34019",306,76
"34020",509,56
"34021",351,21
"34022",896,52
"34023",353,94
"34024",633,92
"34025",891,100
"34026",925,50
"34027",710,39
"34028",334,NA
"34029",27,69
"34030",614,71
"34031",943,52
"34032",673,82
"34033",235,86
"34034",739,54
"34035",522,80
"34036",840,92
"34037",1,18
"34038",6,50
"34039",476,78
"34040",269,88
"34041",489,50
"34042",724,50
"34043",922,50
"34044",56,52
"34045",794,50
"34046",443,34
"34047",965,41
"34048",356,50
"34049",265,50
"34050",480,40
"34051",898,50
"34052",164,22
"34053",502,100
"34054",85,20
"34055",819,96
"34056",810,92
"34057",446,52
"34058",526,75
"34059",865,84
"34060",750,NA
"34061",749,57
"34062",901,91
"34063",981,90
"34064",247,50
"34065",213,41
"34066",448,31
"34067",916,99
"34068",466,99
"34069",683,37
"34070",46,94
"34071",676,13
"34072",865,91
"34073",691,88
"34074",690,16
"34075",220,15
"34076",312,99
"34077",486,50
"34078",101,76
"34079",629,27
"34080",342,16
"34081",338,14
"34082",177,50
"34083",945,99
"34084",494,40
"34085",653,45
"34086",119,47
"34087",491,72
"34088",715,100
"34089",537,NA
"34090",231,19
"34091",546,50
"34092",679,11
"34093",637,88
"34094",279,72
"34095",78,NA
"34096",177,50
"34097",944,100
"34098",641,70
"34099",435,62
"34100",855,100
"34101",657,NA
"34102",807,45
"34103",106,NA
"34104",212,51
"34105",197,60
"34106",51,2
"34107",618,50
"34108",692,91
"34109",683,NA
"34110",29,2
"34111",770,50
"34112",806,11
"34113",798,50
"34114",989,53
"34115",316,91
"34116",797,50
"34117",454,9
"34118",33,86
"34119",575,70
"34120",701,73
"34121",107,50
"34122",470,75
"34123",526,50
"34124",797,87
"34125",632,94
"34126",712,48
"34127",347,NA
"34128",95,7
"34129",93,94
"34130",976,42
"34131",945,98
"34132",425,100
"34133",407,86
"34134",66,62
"34135",250,100
"34136",742,86
"34137",361,99
"34138",779,50
"34139",545,52
"34140",167,60
"34141",564,2
"34142",106,17
"34143",981,100
"34144",112,76
"34145",337,98
"34146",319,47
"34147",937,37
"34148",559,50
"34149",725,78
"34150",405,63
"34151",34,94
"34152",946,40
"34153",907,70
"34154",346,NA
"34155",107,42
"34156",588,63
"34157",614,44
"34158",712,94
"34159",416,NA
"34160",352,52
"34161",686,100
"34162",420,54
"34163",560,98
"34164",936,66
"34165",906,43
"34166",796,31
"34167",491,33
"34168",439,41
"34169",575,81
"34170",81,91
"34171",347,100
"34172",189,100
"34173",618,91
"34174",399,32
"34175",538,44
"34176",640,79
"34177",76,50
"34178",214,100
"34179",567,22
"34180",998,NA
"34181",696,71
"34182",720,59
"34183",416,18
"34184",423,56
"34185",134,19
"34186",187,51
"34187",115,1
"34188",486,51
"34189",459,85
"34190",371,73
"34191",516,72
"34192",752,50
"34193",871,100
"34194",650,50
"34195",153,50
"34196",808,51
"34197",780,70
"34198",566,70
"34199",672,100
"34200",72,22
"34201",111,82
"34202",69,54
"34203",493,30
"34204",962,85
"34205",591,44
"34206",559,38
"34207",471,98
"34208",195,NA
"34209",663,52
"34210",459,100
"34211",890,88
"34212",631,47
"34213",747,83
"34214",836,94
"34215",615,7
"34216",108,75
"34217",585,73
"34218",514,50
"34219",438,4
"34220",317,100
"34221",489,81
"34222",361,71
"34223",48,17
"34224",811,NA
"34225",257,30
"34226",363,100
"34227",88,71
"34228",561,68
"34229",688,70
"34230",563,50
"34231",215,51
"34232",878,34
"34233",261,88
"34234",333,4
"34235",96,62
"34236",427,100
"34237",101,84
"34238",412,70
"34239",243,81
"34240",831,100
"34241",380,50
"34242",653,50
"34243",951,88
"34244",351,100
"34245",891,81
"34246",345,51
"34247",843,50
"34248",885,88
"34249",417,50
"34250",27,NA
"34251",286,42
"34252",936,33
"34253",714,65
"34254",247,64
"34255",107,50
"34256",344,89
"34257",688,55
"34258",200,95
"34259",937,91
"34260",970,50
"34261",996,71
"34262",364,85
"34263",220,49
"34264",949,16
"34265",892,56
"34266",316,72
"34267",813,62
"34268",6,84
"34269",482,90
"34270",302,50
"34271",789,NA
"34272",672,78
"34273",898,NA
"34274",741,50
"34275",887,53
"34276",941,100
"34277",977,81
"34278",541,56
"34279",659,75
"34280",821,39
"34281",273,60
"34282",269,1
"34283",844,84
"34284",568,100
"34285",547,33
"34286",295,100
"34287",541,71
"34288",585,NA
"34289",737,2
"34290",885,3
"34291",351,NA
"34292",309,99
"34293",202,60
"34294",878,37
"34295",157,2
"34296",862,97
"34297",301,68
"34298",804,NA
"34299",194,91
"34300",336,50
"34301",158,65
"34302",344,72
"34303",201,56
"34304",643,53
"34305",33,57
"34306",97,66
"34307",106,17
"34308",747,91
"34309",95,51
"34310",57,60
"34311",33,41
"34312",864,80
"34313",497,NA
"34314",553,41
"34315",399,17
"34316",335,50
"34317",526,31
"34318",833,98
"34319",758,50
"34320",559,41
"34321",7,45
"34322",816,88
"34323",613,4
"34324",921,71
"34325",531,3
"34326",33,40
"34327",360,67
"34328",89,52
"34329",985,51
"34330",328,62
"34331",759,100
"34332",325,63
"34333",948,70
"34334",597,89
"34335",857,29
"34336",806,60
"34337",700,50
"34338",417,70
"34339",627,93
"34340",551,81
"34341",688,20
"34342",452,53
"34343",879,49
"34344",57,49
"34345",169,9
"34346",175,97
"34347",365,42
"34348",868,52
"34349",574,1
"34350",614,5
"34351",846,52
"34352",607,55
"34353",599,50
"34354",428,54
"34355",208,91
"34356",877,90
"34357",697,67
"34358",417,82
"34359",114,90
"34360",957,99
"34361",425,60
"34362",884,50
"34363",228,10
"34364",634,47
"34365",732,90
"34366",620,60
"34367",579,91
"34368",506,52
"34369",326,70
"34370",599,100
"34371",976,NA
"34372",507,40
"34373",576,35
"34374",518,72
"34375",368,21
"34376",273,50
"34377",958,83
"34378",953,71
"34379",25,19
"34380",930,11
"34381",983,92
"34382",936,50
"34383",155,56
"34384",286,NA
"34385",777,100
"34386",682,60
"34387",962,69
"34388",378,60
"34389",965,53
"34390",547,50
"34391",643,85
"34392",935,95
"34393",109,50
"34394",124,53
"34395",834,79
"34396",116,44
"34397",49,93
"34398",276,82
"34399",612,41
"34400",138,80
"34401",11,53
"34402",776,46
"34403",63,57
"34404",628,80
"34405",261,100
"34406",226,74
"34407",599,NA
"34408",288,90
"34409",73,89
"34410",893,89
"34411",43,81
"34412",42,6
"34413",741,100
"34414",98,71
"34415",278,100
"34416",113,97
"34417",562,50
"34418",932,51
"34419",189,81
"34420",864,6
"34421",258,66
"34422",304,51
"34423",822,52
"34424",295,73
"34425",173,61
"34426",185,97
"34427",561,50
"34428",846,70
"34429",946,50
